Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
1430-1442 W 3rd Ave,,,"1430-1442 W 3rd Ave, Columbus, OH 43212",False,1956,20,https://www.apartments.com/1430-1442-w-3rd-ave-columbus-oh/lvsv6te/
1430-1442 W 3rd Ave,,,"1430-1442 W 3rd Ave, Columbus, OH 43212",False,1956,20,https://www.apartments.com/1430-1442-w-3rd-ave-columbus-oh/mbpdspl/
318 E 11th Ave,,,"318 E 11th Ave, Columbus, OH 43201",False,1956,20,https://www.apartments.com/318-e-11th-ave-columbus-oh/9x088l7/
318 E 11th Ave,,,"318 E 11th Ave, Columbus, OH 43201",False,1956,20,https://www.apartments.com/318-e-11th-ave-columbus-oh/rb5kl00/
315-327 E 11th Ave,,,"315-327 E 11th Ave, Columbus, OH 43201",False,1956,20,https://www.apartments.com/315-327-e-11th-ave-columbus-oh/qv37bty/
1056 Pennsylvania Ave,,,"1056 Pennsylvania Ave, Columbus, OH 43201",False,1956,20,https://www.apartments.com/1056-pennsylvania-ave-columbus-oh/0d2nw21/
1499-1505 N 5th St,,,"1499-1505 N 5th St, Columbus, OH 43201",False,1956,20,https://www.apartments.com/1499-1505-n-5th-st-columbus-oh/3xhvfdg/
342-354 E 11th Ave,,,"342-354 E 11th Ave, Columbus, OH 43201",False,1956,20,https://www.apartments.com/342-354-e-11th-ave-columbus-oh/7fwze7y/
337-339 E 11th Ave,,,"337-339 E 11th Ave, Columbus, OH 43201",False,1956,20,https://www.apartments.com/337-339-e-11th-ave-columbus-oh/qr6z90z/
"3 br, 1 bath House - 220 W. 3rd Ave",,,"220 W 3rd Ave, Columbus, OH 43201",False,1956,20,https://www.apartments.com/3-br-1-bath-house-220-w-3rd-ave-columbus-oh/tgjtyp8/
1485 W 3rd Ave,,,"1485 W 3rd Ave, Columbus, OH 43212",False,1956,20,https://www.apartments.com/1485-w-3rd-ave-columbus-oh/hpdc3q0/
1235 Summit St,,,"1235 Summit St, Columbus, OH 43201",False,1973,,https://www.apartments.com/1235-summit-st-columbus-oh/xxrs3xp/
2919 Indianola Ave,,,"2919 Indianola Ave, Columbus, OH 43202",False,1973,,https://www.apartments.com/2919-indianola-ave-columbus-oh/7vhd1fy/
423 Chittenden Ave,,,"423 Chittenden Ave, Columbus, OH 43201",False,1973,,https://www.apartments.com/423-chittenden-ave-columbus-oh/vec6jyg/
,,,,,,,
,,,,,,,
,,,,,,,
Aston Place,,,"111 W 3rd Ave, Columbus, OH 43201",False,2013,59,https://www.apartments.com/aston-place-columbus-oh/3wh78bg/
431 W 1st Ave Unit -202,,,"431 W 1st Ave, Columbus, OH 43201",False,2013,59,https://www.apartments.com/431-w-1st-ave-columbus-oh-unit-202/fzy8slt/
1 bedroom in Columbus OH 43201,,,"431 W 1st Ave, Columbus, OH 43201",False,2013,59,https://www.apartments.com/1-bedroom-in-columbus-oh-43201-columbus-oh/hc8hmf0/
66 E 4th Ave,,,"66 E 4th Ave, Columbus, OH 43201",False,2013,59,https://www.apartments.com/66-e-4th-ave-columbus-oh/x2y76ln/
The Jerome,,,"1025 Dennison Ave, Columbus, OH 43201",True,2016,54,https://www.apartments.com/the-jerome-columbus-oh/p75sees/
88-90 E 4th Ave,,,"88-90 E 4th Ave, Columbus, OH 43201",False,2016,54,https://www.apartments.com/88-90-e-4th-ave-columbus-oh/8s4l6x3/
49-51 W Starr Ave,,,"49-51 W Starr Ave, Columbus, OH 43201",False,2016,54,https://www.apartments.com/49-51-w-starr-ave-columbus-oh/21lc478/
"2 br, 1 bath Apartment - 182 W 1st 186 W 1st",,,"182 W 1st Ave, Columbus, OH 43201",False,2016,54,https://www.apartments.com/2-br-1-bath-apartment-182-w-1st-186-w-1st-columbus-oh/s87f5y6/
4th Crossing,,,"1112 N 4th St, Columbus, OH 43201",True,2019,36,https://www.apartments.com/4th-crossing-columbus-oh/6b9h6zs/
868-870 Neil Ave,,,"868-870 Neil Ave, Columbus, OH 43215",False,2019,36,https://www.apartments.com/868-870-neil-ave-columbus-oh/vrpge9e/
888-890 Hunter Ave,,,"888-890 Hunter Ave, Columbus, OH 43215",False,2019,36,https://www.apartments.com/888-890-hunter-ave-columbus-oh/q95x6yw/
Thurber Square Apartments,,,"832 Thurber Dr W, Columbus, OH 43215",False,1965,96,https://www.apartments.com/thurber-square-apartments-columbus-oh/qrv09fy/
939 N High St,,,"939 N High St, Columbus, OH 43201",False,1965,96,https://www.apartments.com/939-n-high-st-columbus-oh/r94k7n3/
939 N High St,,,"939 N High St, Columbus, OH 43201",False,1965,96,https://www.apartments.com/939-n-high-st-columbus-oh/xj9pvvn/
939 N High St,,,"939 N High St, Columbus, OH 43201",False,1965,96,https://www.apartments.com/939-n-high-st-columbus-oh/n6xjp9m/
939 N High St,,,"939 N High St, Columbus, OH 43201",False,1965,96,https://www.apartments.com/939-n-high-st-columbus-oh/3m31c7g/
240 1/2-238-240-2 W Hubbard Ave,,,"240 1/2-238-240-2 W Hubbard Ave, Columbus, OH 43215",False,1965,96,https://www.apartments.com/240-1-2-238-240-2-w-hubbard-ave-columbus-oh/mvx4h8k/
3 bedroom 2 bathroom home with large backyard,,,"626 Latham Ct, Columbus, OH 43214",False,1965,96,https://www.apartments.com/3-bedroom-2-bathroom-home-with-large-backyard-columbus-oh/57dhjvq/
222 W Hubbard Ave,,,"222 W Hubbard Ave, Columbus, OH 43215",False,1965,96,https://www.apartments.com/222-w-hubbard-ave-columbus-oh/mhbj7ph/
24-30 E 1st Ave,,,"24-30 E 1st Ave, Columbus, OH 43201",False,1965,96,https://www.apartments.com/24-30-e-1st-ave-columbus-oh/mj85sbj/
226 Buttles Ave,,,"226 Buttles Ave, Columbus, OH 43215",False,1965,96,https://www.apartments.com/226-buttles-ave-columbus-oh/ek0frjm/
789 Dennison Ave,,,"789 Dennison Ave, Columbus, OH 43215",False,1965,96,https://www.apartments.com/789-dennison-ave-columbus-oh/trzkzfc/
,,,,,,,
Battery B,,,"895 N 6th St, Columbus, OH 43201",True,2015,56,https://www.apartments.com/battery-b-columbus-oh/1yl7m14/
834 Summit St,,,"834 Summit St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/834-summit-st-columbus-oh/854gh90/
2005-2011 Grasmere Ave,,,"2005-2011 Grasmere Ave, Columbus, OH 43211",False,2015,56,https://www.apartments.com/2005-2011-grasmere-ave-columbus-oh/8hvh5t3/
"3 br, 2.5 bath House - 685 Dennison Ave",,,"685 Dennison Ave, Columbus, OH 43215",False,2015,56,https://www.apartments.com/3-br-25-bath-house-685-dennison-ave-columbus-oh/m0xjsjh/
2054 Grasmere Ave,,,"2054 Grasmere Ave, Columbus, OH 43211",False,2015,56,https://www.apartments.com/2054-grasmere-ave-columbus-oh/ckq4kwe/
814 Summit St,,,"814 Summit St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/814-summit-st-columbus-oh/89ynsr0/
2 bedroom in Columbus OH 43211,,,"2685 Azelda St, Columbus, OH 43211",False,2015,56,https://www.apartments.com/2-bedroom-in-columbus-oh-43211-columbus-oh/4xqqqvh/
Italian Village Town-home!,,,"92 Warren St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/italian-village-town-home-columbus-oh/x554n2q/
"4 br, 1 bath Apartment - 65 Warren St",,,"65 Warren St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/4-br-1-bath-apartment-65-warren-st-columbus-oh/19et336/
65-67 Warren St,,,"65-67 Warren St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/65-67-warren-st-columbus-oh/4kvnr8k/
"4 br, 2.5 bath Apartment - 634 Neil Ave",,,"634 Neil Ave, Columbus, OH 43215",False,2015,56,https://www.apartments.com/4-br-25-bath-apartment-634-neil-ave-columbus-oh/qz1gbqz/
"3 br, 1.5 bath House - 2079 Inchcliff Rd",,,"2079 Inchcliff Rd, Columbus, OH 43221",False,2015,56,https://www.apartments.com/3-br-15-bath-house-2079-inchcliff-rd-columbus-oh/f9thnzv/
714-720 N High St,,,"714-720 N High St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/714-720-n-high-st-columbus-oh/21b4sx8/
714-720 N High St,,,"714-720 N High St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/714-720-n-high-st-columbus-oh/3w8kh5g/
714-720 N High St,,,"714-720 N High St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/714-720-n-high-st-columbus-oh/gpydvmy/
2BR 2BA in Italian Village!,,,"825 N 4th St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/2br-2ba-in-italian-village-columbus-oh-unit-213/6x1js9r/
"2 br, 2.5 bath House - 822 N 4th St",,,"822 N 4th St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/2-br-25-bath-house-822-n-4th-st-columbus-oh/lgf37vf/
"3 br, 1.5 bath House - 782 Hamlet St",,,"782 Hamlet St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/3-br-15-bath-house-782-hamlet-st-columbus-oh/estr5tn/
59-61 E Lincoln St,,,"59-61 E Lincoln St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/59-61-e-lincoln-st-columbus-oh/kzvefv8/
97 E Lincoln St,,,"97 E Lincoln St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/97-e-lincoln-st-columbus-oh/4en7esk/
641 N High St,,,"641 N High St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/641-n-high-st-columbus-oh/9w2cv07/
641 N High St,,,"641 N High St, Columbus, OH 43215",False,2015,56,https://www.apartments.com/641-n-high-st-columbus-oh/cjcenke/
Park Royal,,,"580 N Park St, Columbus, OH 43215",False,1962,30,https://www.apartments.com/park-royal-columbus-oh/kcmgnv8/
1107-1109 E 22nd Ave,,,"1107-1109 E 22nd Ave, Columbus, OH 43211",False,1962,30,https://www.apartments.com/1107-1109-e-22nd-ave-columbus-oh/zcnry0w/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Roundtree Rentals,,,"3677 Indianola Ave, Columbus, OH 43214",False,1966,20,https://www.apartments.com/roundtree-rentals-columbus-oh/jwdcgp7/
"2909 Grasmere Ave Columbus, OH 43224",,,"2909 Grasmere Ave, Columbus, OH 43224",False,1966,20,https://www.apartments.com/2909-grasmere-ave-columbus-oh-43224-columbus-oh/1e0k567/
"3 br, 1 bath House - 808 E Fourth Ave",,,"808 E 4th Ave, Columbus, OH 43201",False,1966,20,https://www.apartments.com/3-br-1-bath-house-808-e-fourth-ave-columbus-oh/q45qqhw/
"2 br, 1 bath House - 3040 Asbury Dr",,,"3040 Asbury Dr, Columbus, OH 43221",False,1966,20,https://www.apartments.com/2-br-1-bath-house-3040-asbury-dr-columbus-oh/gqge2xx/
2 bedroom town home!,,,"3444 Kimberly Ave, Columbus, OH 43224",False,1966,20,https://www.apartments.com/2-bedroom-town-home-columbus-oh/t2wsd4b/
"3 br, 1 bath House - 819 Gibbard Avenue",,,"819 Gibbard Ave, Columbus, OH 43201",False,1966,20,https://www.apartments.com/3-br-1-bath-house-819-gibbard-avenue-columbus-oh/ye34y8t/
827-829 Gibbard Ave,,,"827-829 Gibbard Ave, Columbus, OH 43201",False,1966,20,https://www.apartments.com/827-829-gibbard-ave-columbus-oh/wk8eesk/
"3 br, 1 bath House - 1269 MINNESOTA",,,"1269 Minnesota Ave, Columbus, OH 43211",False,1966,20,https://www.apartments.com/3-br-1-bath-house-1269-minnesota-columbus-oh/5xzke3m/
1045 Leona Ave,,,"1045 Leona Ave, Columbus, OH 43201",False,1966,20,https://www.apartments.com/1045-leona-ave-columbus-oh/c5je5lg/
1315-1317 E 18th Ave,,,"1315-1317 E 18th Ave, Columbus, OH 43211",False,1966,20,https://www.apartments.com/1315-1317-e-18th-ave-columbus-oh/lr9s4dg/
760 Moon Rd,,,"760 Moon Rd, Columbus, OH 43224",False,1966,20,https://www.apartments.com/760-moon-rd-columbus-oh/c53jhne/
"3 br, 1 bath House - 1345 E. 18th Avenue",,,"1345 E 18th Ave, Columbus, OH 43211",False,1966,20,https://www.apartments.com/3-br-1-bath-house-1345-e-18th-avenue-columbus-oh/npv9qkp/
840-856 Moon Rd,,,"840-856 Moon Rd, Columbus, OH 43224",False,1966,20,https://www.apartments.com/840-856-moon-rd-columbus-oh/zfgj8qw/
245 W Norwich Ave,,,"245 W Norwich Ave, Columbus, OH 43201",False,1969,,https://www.apartments.com/245-w-norwich-ave-columbus-oh/k2915j9/
Oakland Arms,,,"164 W Oakland Ave, Columbus, OH 43201",False,1972,38,https://www.apartments.com/oakland-arms-columbus-oh/cn7v0ce/
Chestnut Hill Apartments,,,"150 W Maynard Ave, Columbus, OH 43202",False,1966,26,https://www.apartments.com/chestnut-hill-apartments-columbus-oh/c11xfjf/
112 W Lane Ave,,,"112 W Lane Ave, Columbus, OH 43201",False,,12,https://www.apartments.com/112-w-lane-ave-columbus-oh/1xrnvm5/
2378 Neil Ave,,,"2378 Neil Ave, Columbus, OH 43202",False,1925,,https://www.apartments.com/2378-neil-ave-columbus-oh/h8nvth0/
125 W Blake Ave,,,"125 W Blake Ave, Columbus, OH 43202",False,1925,,https://www.apartments.com/125-w-blake-ave-columbus-oh/j4tc795/
70 W Northwood Ave,,,"70 W Northwood Ave, Columbus, OH 43201",False,,17,https://www.apartments.com/70-w-northwood-ave-columbus-oh/k2vf2x8/
Riverlight,,,"111 W Hudson St, Columbus, OH 43202",False,1970,22,https://www.apartments.com/riverlight-columbus-oh/htzzmx0/
42-50 W Oakland Ave,,,"42-50 W Oakland Ave, Columbus, OH 43201",False,1966,74,https://www.apartments.com/42-50-w-oakland-ave-columbus-oh/1psgtm7/
Somerset Square Condominiums,,,"1109 Sells Ave, Columbus, OH 43212",False,,,https://www.apartments.com/somerset-square-condominiums-columbus-oh/3rbp1pd/
14-20 W Norwich Ave,,,"14-20 W Norwich Ave, Columbus, OH 43201",False,1910,,https://www.apartments.com/14-20-w-norwich-ave-columbus-oh/wby57ek/
21 W Patterson Ave,,,"21 W Patterson Ave, Columbus, OH 43202",False,1900,,https://www.apartments.com/21-w-patterson-ave-columbus-oh/8gymj83/
Kenny Place Apartments,,,"1709-1723 Kenny Rd, Columbus, OH 43212",False,1962,11,https://www.apartments.com/kenny-place-apartments-columbus-oh/8fv4n01/
2475 S Wall St,,,"2475 S Wall St, Columbus, OH 43202",False,1962,,https://www.apartments.com/2475-s-wall-st-columbus-oh/r1xcnh3/
2262 N High St,,,"2262 N High St, Columbus, OH 43201",False,1963,15,https://www.apartments.com/2262-n-high-st-columbus-oh/nk271sq/
2332 N High St,,,"2332 N High St, Columbus, OH 43202",False,1938,18,https://www.apartments.com/2332-n-high-st-columbus-oh/ngbtq8q/
106-222 W Dodridge St,,,"106-222 W Dodridge St, Columbus, OH 43202",False,1938,36,https://www.apartments.com/106-222-w-dodridge-st-columbus-oh/q5nbx3w/
King's Court,,,"855 Chambers Rd, Columbus, OH 43212",False,1963,33,https://www.apartments.com/kings-court-columbus-oh/w9sy0tj/
29 E Norwich Ave,,,"29 E Norwich Ave, Columbus, OH 43201",False,1964,,https://www.apartments.com/29-e-norwich-ave-columbus-oh/0deqzh2/
2470 N High St,,,"2470 N High St, Columbus, OH 43202",False,1960,12,https://www.apartments.com/2470-n-high-st-columbus-oh/7rcndlx/
35-37 E Lane Ave,,,"35-37 E Lane Ave, Columbus, OH 43201",False,1920,21,https://www.apartments.com/35-37-e-lane-ave-columbus-oh/cftkq0g/
Duncan Apartments,,,"35 W Duncan St, Columbus, OH 43202",False,1963,28,https://www.apartments.com/duncan-apartments-columbus-oh/gcr2mjw/
56 E Lane Ave,,,"56 E Lane Ave, Columbus, OH 43201",False,1968,,https://www.apartments.com/56-e-lane-ave-columbus-oh/z84d4ey/
21 E 18th Ave,,,"21 E 18th Ave, Columbus, OH 43201",False,1905,,https://www.apartments.com/21-e-18th-ave-columbus-oh/46kskqj/
2855 Olentangy River Rd,,,"2855 Olentangy River Rd, Columbus, OH 43202",False,2020,237,https://www.apartments.com/2855-olentangy-river-rd-columbus-oh/vzqg73g/
72 E Blake Ave,,,"72 E Blake Ave, Columbus, OH 43202",False,1910,10,https://www.apartments.com/72-e-blake-ave-columbus-oh/jwfg2k7/
88 E Frambes Ave,,,"88 E Frambes Ave, Columbus, OH 43201",False,1968,,https://www.apartments.com/88-e-frambes-ave-columbus-oh/fxsxsfv/
65 E 18th Ave,,,"65 E 18th Ave, Columbus, OH 43201",False,,17,https://www.apartments.com/65-e-18th-ave-columbus-oh/bxp4pb8/
39 North St,,,"39 North St, Columbus, OH 43202",False,1970,24,https://www.apartments.com/39-north-st-columbus-oh/520eelp/
338 W 8th Ave,,,"338 W 8th Ave, Columbus, OH 43201",False,1958,11,https://www.apartments.com/338-w-8th-ave-columbus-oh/bjtm4bc/
1011 King Ave,,,"1011 King Ave, Columbus, OH 43212",False,1947,,https://www.apartments.com/1011-king-ave-columbus-oh/2gpe8d9/
1473 Belmont Ave,,,"1473 Belmont Ave, Columbus, OH 43201",False,1910,10,https://www.apartments.com/1473-belmont-ave-columbus-oh/ghtwtkw/
2376 North Star Rd,,,"2376 North Star Rd, Columbus, OH 43221",False,1963,35,https://www.apartments.com/2376-north-star-rd-columbus-oh/3g344hd/
75 Hudson St,,,"75 Hudson St, Columbus, OH 43202",False,1955,,https://www.apartments.com/75-hudson-st-columbus-oh/xkcmxlq/
116 E Woodruff Ave,,,"116 E Woodruff Ave, Columbus, OH 43201",False,1964,11,https://www.apartments.com/116-e-woodruff-ave-columbus-oh/3fljb0g/
65 E 16th Ave,,,"65 E 16th Ave, Columbus, OH 43201",False,1973,,https://www.apartments.com/65-e-16th-ave-columbus-oh/j6hh7s7/
169-175 W 10th Ave,,,"169-175 W 10th Ave, Columbus, OH 43201",False,1985,46,https://www.apartments.com/169-175-w-10th-ave-columbus-oh/s23trm7/
1524 Neil Ave,,,"1524 Neil Ave, Columbus, OH 43201",False,1962,19,https://www.apartments.com/1524-neil-ave-columbus-oh/0ckrf51/
Chambers Court,,,"1704-1714 Northwest Blvd, Columbus, OH 43212",False,1942,,https://www.apartments.com/chambers-court-columbus-oh/q6cf0dy/
1596 Highland St,,,"1596 Highland St, Columbus, OH 43201",False,1964,,https://www.apartments.com/1596-highland-st-columbus-oh/bvw0fx9/
190 W 9th Ave,,,"190 W 9th Ave, Columbus, OH 43201",False,1990,,https://www.apartments.com/190-w-9th-ave-columbus-oh/lpkevyg/
1726-1736 Northwest Blvd,,,"1726-1736 Northwest Blvd, Columbus, OH 43212",False,1940,,https://www.apartments.com/1726-1736-northwest-blvd-columbus-oh/vqh6eeg/
University Apartments,,,"1466-1468 Michigan Ave, Columbus, OH 43201",False,1905,,https://www.apartments.com/university-apartments-columbus-oh/gbhk5dy/
165 E Northwood Ave,,,"165 E Northwood Ave, Columbus, OH 43201",False,1900,,https://www.apartments.com/165-e-northwood-ave-columbus-oh/2j1m108/
1414 Ombersley Ln,,,"1414 Ombersley Ln, Columbus, OH 43221",False,1965,,https://www.apartments.com/1414-ombersley-ln-columbus-oh/jxlrzs7/
1944 Iuka,,,"1944 Iuka Ave, Columbus, OH 43201",False,1972,48,https://www.apartments.com/1944-iuka-columbus-oh/rzb6cz3/
2685 East Ave,,,"2685 East Ave, Columbus, OH 43202",False,1963,,https://www.apartments.com/2685-east-ave-columbus-oh/s66bxx5/
1742-1748 Northwest Blvd,,,"1742-1748 Northwest Blvd, Columbus, OH 43212",False,1940,,https://www.apartments.com/1742-1748-northwest-blvd-columbus-oh/2khkkj9/
52 E 14th Ave,,,"52 E 14th Ave, Columbus, OH 43201",False,,22,https://www.apartments.com/52-e-14th-ave-columbus-oh/em6rmnm/
1504-1530 Kenny Rd,,,"1504-1530 Kenny Rd, Columbus, OH 43212",False,1950,28,https://www.apartments.com/1504-1530-kenny-rd-columbus-oh/nb1x4tm/
1220-1224 King Ave,,,"1220-1224 King Ave, Columbus, OH 43212",False,1954,16,https://www.apartments.com/1220-1224-king-ave-columbus-oh/l78g2rd/
1782 Northwest Blvd,,,"1782 Northwest Blvd, Columbus, OH 43212",False,1938,,https://www.apartments.com/1782-northwest-blvd-columbus-oh/2wynmfb/
1473 Neil Ave,,,"1473 Neil Ave, Columbus, OH 43201",False,1900,11,https://www.apartments.com/1473-neil-ave-columbus-oh/4q4e5vh/
1558-1564 Doten Ave,,,"1558-1564 Doten Ave, Columbus, OH 43212",False,2016,,https://www.apartments.com/1558-1564-doten-ave-columbus-oh/7xwet9z/
1445-1459 W Lane Ave,,,"1445-1459 W Lane Ave, Columbus, OH 43221",False,1957,12,https://www.apartments.com/1445-1459-w-lane-ave-columbus-oh/qsl0tew/
1687-1697 Northwest Blvd,,,"1687-1697 Northwest Blvd, Columbus, OH 43212",False,1942,,https://www.apartments.com/1687-1697-northwest-blvd-columbus-oh/8rqjl93/
Holiday House Apartments,,,"1472-1490 Neil Ave, Columbus, OH 43201",False,1966,43,https://www.apartments.com/holiday-house-apartments-columbus-oh/gs1vlky/
190-192 E Norwich Ave,,,"190-192 E Norwich Ave, Columbus, OH 43201",False,1967,12,https://www.apartments.com/190-192-e-norwich-ave-columbus-oh/23327hb/
121 E 16th Ave,,,"121 E 16th Ave, Columbus, OH 43201",False,2008,15,https://www.apartments.com/121-e-16th-ave-columbus-oh/j0fhdk4/
174 E Woodruff Ave,,,"174 E Woodruff Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/174-e-woodruff-ave-columbus-oh/e4s4hlm/
75 E 14th Ave,,,"75 E 14th Ave, Columbus, OH 43201",False,1972,,https://www.apartments.com/75-e-14th-ave-columbus-oh/menpgpl/
484 Stinchcomb Dr,,,"484 Stinchcomb Dr, Columbus, OH 43202",False,1965,40,https://www.apartments.com/484-stinchcomb-dr-columbus-oh/hw0qk32/
79-93 Arcadia Ave,,,"79-93 Arcadia Ave, Columbus, OH 43202",False,1920,,https://www.apartments.com/79-93-arcadia-ave-columbus-oh/phg7e6s/
1477 Kenny Rd,,,"1477 Kenny Rd, Columbus, OH 43212",False,1965,,https://www.apartments.com/1477-kenny-rd-columbus-oh/2g3vzbc/
Windgate Square,,,"1856-1876 Northwest Blvd, Columbus, OH 43212",False,1947,40,https://www.apartments.com/windgate-square-columbus-oh/0jwl7f0/
29 Olentangy St,,,"29 Olentangy St, Columbus, OH 43202",False,1986,10,https://www.apartments.com/29-olentangy-st-columbus-oh/7r997tw/
46 W 10th Ave,,,"46 W 10th Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/46-w-10th-ave-columbus-oh/f546nfv/
12-14 Olentangy St,,,"12-14 Olentangy St, Columbus, OH 43202",False,1910,,https://www.apartments.com/12-14-olentangy-st-columbus-oh/lf52jng/
35 E 12th Ave,,,"35 E 12th Ave, Columbus, OH 43201",False,,10,https://www.apartments.com/35-e-12th-ave-columbus-oh/sp8f7c7/
2173 Indianola Ave,,,"2173 Indianola Ave, Columbus, OH 43201",False,1908,,https://www.apartments.com/2173-indianola-ave-columbus-oh/6krr3ks/
121 E Arcadia Ave,,,"121 E Arcadia Ave, Columbus, OH 43202",False,1920,,https://www.apartments.com/121-e-arcadia-ave-columbus-oh/p28q29r/
2011 North Star Rd,,,"2011 North Star Rd, Columbus, OH 43212",False,1942,,https://www.apartments.com/2011-north-star-rd-columbus-oh/3rkjrnf/
188-194 Kinnear Aly,,,"188-194 Kinnear Aly, Columbus, OH 43202",False,1971,,https://www.apartments.com/188-194-kinnear-aly-columbus-oh/z589cyx/
2465-2479 Medary Ave,,,"2465-2479 Medary Ave, Columbus, OH 43202",False,1960,20,https://www.apartments.com/2465-2479-medary-ave-columbus-oh/r6vk581/
567-581 Riverview Dr,,,"567-581 Riverview Dr, Columbus, OH 43202",False,1965,19,https://www.apartments.com/567-581-riverview-dr-columbus-oh/2t043j8/
1986 Indianola Ave,,,"1986 Indianola Ave, Columbus, OH 43201",False,1971,10,https://www.apartments.com/1986-indianola-ave-columbus-oh/lspjc6d/
64 W 9th Ave,,,"64 W 9th Ave, Columbus, OH 43201",False,1964,,https://www.apartments.com/64-w-9th-ave-columbus-oh/xddk7wm/
31 W 10th Ave,,,"31 W 10th Ave, Columbus, OH 43201",False,1920,13,https://www.apartments.com/31-w-10th-ave-columbus-oh/wlrbdxl/
1579 Northwest Blvd,,,"1579 Northwest Blvd, Columbus, OH 43212",False,1938,12,https://www.apartments.com/1579-northwest-blvd-columbus-oh/ljks2ef/
125 W 8th Ave,,,"125 W 8th Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/125-w-8th-ave-columbus-oh/ntjgwrq/
3042-3048 Dorris Ave,,,"3042-3048 Dorris Ave, Columbus, OH 43202",False,1975,,https://www.apartments.com/3042-3048-dorris-ave-columbus-oh/fkgj6tv/
1943-1951 North Star Rd,,,"1943-1951 North Star Rd, Columbus, OH 43212",False,1948,,https://www.apartments.com/1943-1951-north-star-rd-columbus-oh/e8bfj3n/
677 Riverview Dr,,,"677 Riverview Dr, Columbus, OH 43202",False,1964,,https://www.apartments.com/677-riverview-dr-columbus-oh/0v5gmj1/
60 Chittenden Ave,,,"60 Chittenden Ave, Columbus, OH 43201",False,1966,15,https://www.apartments.com/60-chittenden-ave-columbus-oh/gbtrl5w/
1200 W 5th Ave,,,"1200 W 5th Ave, Columbus, OH 43212",False,1930,13,https://www.apartments.com/1200-w-5th-ave-columbus-oh/3dht1nf/
2910 N High St,,,"2910 N High St, Columbus, OH 43202",False,1920,,https://www.apartments.com/2910-n-high-st-columbus-oh/4wpvy5l/
34 E 11th Ave,,,"34 E 11th Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/34-e-11th-ave-columbus-oh/1r5est7/
654 Riverview Dr,,,"654 Riverview Dr, Columbus, OH 43202",False,1963,,https://www.apartments.com/654-riverview-dr-columbus-oh/2fkt6lb/
365-367 W 6th Ave,,,"365-367 W 6th Ave, Columbus, OH 43201",False,1960,11,https://www.apartments.com/365-367-w-6th-ave-columbus-oh/kkb3heb/
1562-1568 Waltham Rd,,,"1562-1568 Waltham Rd, Columbus, OH 43221",False,1946,,https://www.apartments.com/1562-1568-waltham-rd-columbus-oh/bx8cen9/
195 Arcadia Ave,,,"195 Arcadia Ave, Columbus, OH 43202",False,1960,,https://www.apartments.com/195-arcadia-ave-columbus-oh/fnwd14s/
116 E 12th Ave,,,"116 E 12th Ave, Columbus, OH 43201",False,1905,10,https://www.apartments.com/116-e-12th-ave-columbus-oh/rhm1g52/
215 E 16th Ave,,,"215 E 16th Ave, Columbus, OH 43201",False,1910,,https://www.apartments.com/215-e-16th-ave-columbus-oh/47jq8kh/
1377 Forsythe Ave,,,"1377 Forsythe Ave, Columbus, OH 43201",False,1967,10,https://www.apartments.com/1377-forsythe-ave-columbus-oh/99vceh4/
2485 Deming Ave,,,"2485 Deming Ave, Columbus, OH 43202",False,1966,,https://www.apartments.com/2485-deming-ave-columbus-oh/1zn6vb7/
1836 North Star Ave,,,"1836 North Star Ave, Columbus, OH 43212",False,,19,https://www.apartments.com/1836-north-star-ave-columbus-oh/lfdkp0f/
1400 King Ave,,,"1400 King Ave, Columbus, OH 43212",False,1963,30,https://www.apartments.com/1400-king-ave-columbus-oh/s6eylw5/
1512 Northwest Blvd,,,"1512 Northwest Blvd, Columbus, OH 43212",False,1930,,https://www.apartments.com/1512-northwest-blvd-columbus-oh/1fbmq27/
1937 Summit St,,,"1937 Summit St, Columbus, OH 43201",False,1957,,https://www.apartments.com/1937-summit-st-columbus-oh/b5wn8e9/
730 Riverview Dr,,,"730 Riverview Dr, Columbus, OH 43202",False,1963,36,https://www.apartments.com/730-riverview-dr-columbus-oh/sbdk397/
2063-2091 Summit St,,,"2063-2091 Summit St, Columbus, OH 43201",False,1930,,https://www.apartments.com/2063-2091-summit-st-columbus-oh/rbj4g80/
