Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
129 Oak Park Dr,,,"129 Oak Park Dr, Akron, OH 44302",False,1887,10,https://www.apartments.com/129-oak-park-dr-akron-oh/vyp177g/
Northside Lofts Phase 2,,,"101 N Howard St, Akron, OH 44308",False,2019,,https://www.apartments.com/northside-lofts-phase-2-akron-oh/xqqwpxn/
655 Sumner St,,,"655 Sumner St, Akron, OH 44311",False,1904,,https://www.apartments.com/655-sumner-st-akron-oh/dfngw6k/
636-644 Sherman St,,,"636-644 Sherman St, Akron, OH 44311",False,1969,,https://www.apartments.com/636-644-sherman-st-akron-oh/x68b78q/
Paul E. Belcher South,,,"410 Locust St, Akron, OH 44307",False,1970,74,https://www.apartments.com/paul-e-belcher-south-akron-oh/1m3p5j6/
689-693 Carroll St,,,"689-693 Carroll St, Akron, OH 44304",False,1993,,https://www.apartments.com/689-693-carroll-st-akron-oh/qb9wr8w/
254-264 Sherman Ct,,,"254-264 Sherman Ct, Akron, OH 44311",False,1971,,https://www.apartments.com/254-264-sherman-ct-akron-oh/ns88ptn/
159-166 Walnut Ter,,,"159-166 Walnut Ter, Akron, OH 44303",False,1915,11,https://www.apartments.com/159-166-walnut-ter-akron-oh/ffsvwzt/
Northside Lofts,,,"21 Furnace St, Akron, OH 44308",False,2007,89,https://www.apartments.com/northside-lofts-akron-oh/wefp4mk/
724 Excelsior Ave,,,"724 Excelsior Ave, Akron, OH 44306",False,1919,,https://www.apartments.com/724-excelsior-ave-akron-oh/l8xglng/
Ryan House,,,"685 Sherman St, Akron, OH 44311",False,1971,21,https://www.apartments.com/ryan-house-akron-oh/kk34rz8/
Cotter Building,,,"50 Cotter Ave, Akron, OH 44305",False,1964,62,https://www.apartments.com/cotter-building-akron-oh/kz8g2s8/
255 W Center St,,,"255 W Center St, Akron, OH 44302",False,1972,,https://www.apartments.com/255-w-center-st-akron-oh/jfxedr6/
201 W Chestnut St,,,"201 W Chestnut St, Akron, OH 44307",False,1962,,https://www.apartments.com/201-w-chestnut-st-akron-oh/e5bbpjm/
Dorothy O. Jackson Terrace,,,"8 W Bartges St, Akron, OH 44311",False,1982,28,https://www.apartments.com/dorothy-o-jackson-terrace-akron-oh/l98llrg/
55-57 Cotter St,,,"55-57 Cotter St, Akron, OH 44305",False,1914,,https://www.apartments.com/55-57-cotter-st-akron-oh/0brwh23/
89 S Maple St,,,"89 S Maple St, Akron, OH 44302",False,1970,,https://www.apartments.com/89-s-maple-st-akron-oh/618wpks/
95 S Maple St,,,"95 S Maple St, Akron, OH 44302",False,1884,,https://www.apartments.com/95-s-maple-st-akron-oh/ks4tc19/
207 Myrtle Pl,,,"207 Myrtle Pl, Akron, OH 44303",False,1918,,https://www.apartments.com/207-myrtle-pl-akron-oh/ms6806j/
779 E Exchange St,,,"779 E Exchange St, Akron, OH 44306",False,1926,,https://www.apartments.com/779-e-exchange-st-akron-oh/gtvmf4w/
Cascade Lofts,,,"21 W North St, Akron, OH 44304",False,2016,24,https://www.apartments.com/cascade-lofts-akron-oh/rgx9tt0/
87 Jewett St,,,"87 Jewett St, Akron, OH 44305",False,1908,,https://www.apartments.com/87-jewett-st-akron-oh/2kjs70b/
110 Bittman St,,,"110 Bittman St, Akron, OH 44303",False,1918,,https://www.apartments.com/110-bittman-st-akron-oh/kdqsp59/
278 Crosby St,,,"278 Crosby St, Akron, OH 44303",False,1909,,https://www.apartments.com/278-crosby-st-akron-oh/41hw2nk/
Ontario Apartments,,,"264 W Market St, Akron, OH 44303",False,1919,46,https://www.apartments.com/ontario-apartments-akron-oh/7t7byxw/
820 E Buchtel Ave,,,"820 E Buchtel Ave, Akron, OH 44305",False,1914,,https://www.apartments.com/820-e-buchtel-ave-akron-oh/h94q513/
821-823 Lee Ext Dr,,,"821-823 Lee Ext Dr, Akron, OH 44305",False,1920,,https://www.apartments.com/821-823-lee-ext-dr-akron-oh/z1l2egx/
806 Sherman St,,,"806 Sherman St, Akron, OH 44311",False,1920,,https://www.apartments.com/806-sherman-st-akron-oh/vx9vcdd/
30-36 West St,,,"30-36 West St, Akron, OH 44303",False,1869,,https://www.apartments.com/30-36-west-st-akron-oh/nbwx7hp/
835 Buchtel Ave,,,"835 Buchtel Ave, Akron, OH 44305",False,1920,14,https://www.apartments.com/835-buchtel-ave-akron-oh/3f9ny2d/
Belle West,,,"46 West St, Akron, OH 44303",False,1963,22,https://www.apartments.com/belle-west-akron-oh/303ysef/
846-854 E Exchange St,,,"846-854 E Exchange St, Akron, OH 44306",False,1919,12,https://www.apartments.com/846-854-e-exchange-st-akron-oh/n40szeq/
Thornton Terrace,,,"136-212 W Thornton St, Akron, OH 44311",False,1972,50,https://www.apartments.com/thornton-terrace-akron-oh/rqt7nr1/
41-43 S Valley St,,,"41-43 S Valley St, Akron, OH 44303",False,1925,,https://www.apartments.com/41-43-s-valley-st-akron-oh/0h9mq21/
46-48 S Valley St,,,"46-48 S Valley St, Akron, OH 44303",False,1923,12,https://www.apartments.com/46-48-s-valley-st-akron-oh/7g4vmbw/
172 Oakdale Ave,,,"172 Oakdale Ave, Akron, OH 44302",False,1911,,https://www.apartments.com/172-oakdale-ave-akron-oh/hgclfp0/
802 Harvard St,,,"802 Harvard St, Akron, OH 44311",False,1898,,https://www.apartments.com/802-harvard-st-akron-oh/h7k35y0/
507 Baird St,,,"507 Baird St, Akron, OH 44311",False,1914,,https://www.apartments.com/507-baird-st-akron-oh/emty32p/
895 Beardsley St,,,"895 Beardsley St, Akron, OH 44311",False,1918,,https://www.apartments.com/895-beardsley-st-akron-oh/9n3fj15/
901 Beardsley St,,,"901 Beardsley St, Akron, OH 44311",False,1915,,https://www.apartments.com/901-beardsley-st-akron-oh/fktrl4r/
Annunciation Terrace,,,"25 Broad St, Akron, OH 44305",False,1999,50,https://www.apartments.com/annunciation-terrace-akron-oh/1wztcn5/
342-352 Silver St,,,"342-352 Silver St, Akron, OH 44303",False,1965,,https://www.apartments.com/342-352-silver-st-akron-oh/d9ybbvh/
1119 Johnston St,,,"1119 Johnston St, Akron, OH 44305",False,1900,,https://www.apartments.com/1119-johnston-st-akron-oh/xem5dcq/
107 Kent St,,,"107 Kent St, Akron, OH 44305",False,1903,,https://www.apartments.com/107-kent-st-akron-oh/5z4259m/
70 W South St,,,"70 W South St, Akron, OH 44311",False,1905,,https://www.apartments.com/70-w-south-st-akron-oh/yzpx8mr/
Oakdale,,,"25 Oakdale Ave, Akron, OH 44302",False,1977,14,https://www.apartments.com/oakdale-akron-oh/2vy4fb8/
1113 Ackley St,,,"1113 Ackley St, Akron, OH 44306",False,1917,,https://www.apartments.com/1113-ackley-st-akron-oh/9prky75/
431 W Market St,,,"431 W Market St, Akron, OH 44303",False,1915,16,https://www.apartments.com/431-w-market-st-akron-oh/5plp1mq/
53 S Balch St,,,"53 S Balch St, Akron, OH 44302",False,1906,,https://www.apartments.com/53-s-balch-st-akron-oh/gr74ggz/
43 Frederick Ave,,,"43 Frederick Ave, Akron, OH 44310",False,1979,,https://www.apartments.com/43-frederick-ave-akron-oh/gy5znxw/
506 Crosby St,,,"506 Crosby St, Akron, OH 44302",False,1890,,https://www.apartments.com/506-crosby-st-akron-oh/fhz1kfv/
1105 2nd Ave,,,"1105 2nd Ave, Akron, OH 44306",False,1924,21,https://www.apartments.com/1105-2nd-ave-akron-oh/mq47l5j/
167 Chittenden St,,,"167 Chittenden St, Akron, OH 44306",False,1913,12,https://www.apartments.com/167-chittenden-st-akron-oh/t9xpej9/
519 Crosby St,,,"519 Crosby St, Akron, OH 44302",False,1971,13,https://www.apartments.com/519-crosby-st-akron-oh/7d53gfz/
492-496 Schiller Ave,,,"492-496 Schiller Ave, Akron, OH 44310",False,1973,12,https://www.apartments.com/492-496-schiller-ave-akron-oh/m3xv87j/
CityView Apartments,,,"489 N Howard St, Akron, OH 44310",False,1974,12,https://www.apartments.com/cityview-apartments-akron-oh/c245ecg/
540 Crosby St,,,"540 Crosby St, Akron, OH 44302",False,1970,,https://www.apartments.com/540-crosby-st-akron-oh/13eqrr4/
238 Rhodes Ave,,,"238 Rhodes Ave, Akron, OH 44302",False,1910,,https://www.apartments.com/238-rhodes-ave-akron-oh/3cm5wgf/
Julien Acres,,,"492 Julien Ave, Akron, OH 44310",False,1964,34,https://www.apartments.com/julien-acres-akron-oh/8bwveb2/
Zion Terrace Apartments,,,"184 Reid Ter, Akron, OH 44310",False,2002,60,https://www.apartments.com/zion-terrace-apartments-akron-oh/r1c3fq0/
North Hill Properties,,,"515 N Howard St, Akron, OH 44310",False,1925,,https://www.apartments.com/north-hill-properties-akron-oh/rq61gl1/
214 Marie Ter,,,"214 Marie Ter, Akron, OH 44306",False,1914,13,https://www.apartments.com/214-marie-ter-akron-oh/3h5h1ve/
503 Dayton St,,,"503 Dayton St, Akron, OH 44310",False,1917,,https://www.apartments.com/503-dayton-st-akron-oh/4vwv1xk/
Pine Pointe Apartments,,,"501-515 Carpenter St, Akron, OH 44310",False,1957,39,https://www.apartments.com/pine-pointe-apartments-akron-oh/3vkm89f/
77-87 Gale St,,,"77-87 Gale St, Akron, OH 44302",False,1979,,https://www.apartments.com/77-87-gale-st-akron-oh/k35kz28/
516-530 Frederick Ave,,,"516-530 Frederick Ave, Akron, OH 44310",False,1959,,https://www.apartments.com/516-530-frederick-ave-akron-oh/mqx236j/
78-86 W York St,,,"78-86 W York St, Akron, OH 44310",False,1957,10,https://www.apartments.com/78-86-w-york-st-akron-oh/whjkxwh/
55 E York St,,,"55 E York St, Akron, OH 44310",False,1971,21,https://www.apartments.com/55-e-york-st-akron-oh/84nqvz0/
1137-1145 4th Ave,,,"1137-1145 4th Ave, Akron, OH 44306",False,1923,,https://www.apartments.com/1137-1145-4th-ave-akron-oh/n0kwezm/
1132 Laird St,,,"1132 Laird St, Akron, OH 44305",False,1925,,https://www.apartments.com/1132-laird-st-akron-oh/lrtj0vd/
545-547 N Howard St,,,"545-547 N Howard St, Akron, OH 44310",False,1904,,https://www.apartments.com/545-547-n-howard-st-akron-oh/bkm8dcc/
41 Mt View Ave,,,"41 Mt View Ave, Akron, OH 44303",False,1916,,https://www.apartments.com/41-mt-view-ave-akron-oh/q9cdvwx/
Rhodes Avenue Apartments,,,"39 Rhodes Ave, Akron, OH 44302",False,1968,10,https://www.apartments.com/rhodes-avenue-apartments-akron-oh/dsystdh/
Tonawanda-Arnold Apartments,,,"1103-1105 Arnold Ave, Akron, OH 44305",False,1967,,https://www.apartments.com/tonawanda-arnold-apartments-akron-oh/17ml4f4/
17 Rhodes Ave,,,"17 Rhodes Ave, Akron, OH 44302",False,1918,,https://www.apartments.com/17-rhodes-ave-akron-oh/tks4sg9/
580 Blaine Ave,,,"580 Blaine Ave, Akron, OH 44310",False,1902,,https://www.apartments.com/580-blaine-ave-akron-oh/qh0zjex/
23 Charlotte St,,,"23 Charlotte St, Akron, OH 44303",False,1919,,https://www.apartments.com/23-charlotte-st-akron-oh/1dm5qy5/
9 Lake St,,,"9 Lake St, Akron, OH 44301",False,1903,,https://www.apartments.com/9-lake-st-akron-oh/qhfgjjx/
Rhodes Avenue Apartments,,,"36 Rhodes Ave, Akron, OH 44302",False,1968,10,https://www.apartments.com/rhodes-avenue-apartments-akron-oh/l71q2bd/
Nela Manor,,,"608-614 W Market St, Akron, OH 44303",False,1923,35,https://www.apartments.com/nela-manor-akron-oh/sd4fbf4/
Tonawanda-Arnold Apartments,,,"1086-1092 Tonawanda Ave, Akron, OH 44305",False,1966,,https://www.apartments.com/tonawanda-arnold-apartments-akron-oh/1cn5vw6/
49-55 Merriman Rd,,,"49-55 Merriman Rd, Akron, OH 44303",False,1918,,https://www.apartments.com/49-55-merriman-rd-akron-oh/mqjj0lk/
614 W Market St,,,"614 W Market St, Akron, OH 44303",False,1923,,https://www.apartments.com/614-w-market-st-akron-oh/cs8hvne/
130 W Long St,,,"130 W Long St, Akron, OH 44301",False,1913,,https://www.apartments.com/130-w-long-st-akron-oh/mty246j/
1244 Moore St,,,"1244 Moore St, Akron, OH 44301",False,1917,13,https://www.apartments.com/1244-moore-st-akron-oh/bg6tzl9/
549 Talbot Ave,,,"549 Talbot Ave, Akron, OH 44306",False,1902,,https://www.apartments.com/549-talbot-ave-akron-oh/1pd1gg5/
Alcazar Apartments,,,"627 W Market St, Akron, OH 44303",False,1927,41,https://www.apartments.com/alcazar-apartments-akron-oh/vjy3pkd/
75 Merriman Rd,,,"75 Merriman Rd, Akron, OH 44303",False,1900,,https://www.apartments.com/75-merriman-rd-akron-oh/3k2ly3d/
630 W Market St,,,"630 W Market St, Akron, OH 44303",False,1918,,https://www.apartments.com/630-w-market-st-akron-oh/b5npmfb/
67 E Tallmadge Ave,,,"67 E Tallmadge Ave, Akron, OH 44310",False,1961,,https://www.apartments.com/67-e-tallmadge-ave-akron-oh/nbh46rq/
25 E Tallmadge Ave,,,"25 E Tallmadge Ave, Akron, OH 44310",False,1920,,https://www.apartments.com/25-e-tallmadge-ave-akron-oh/qjps50z/
71 E Tallmadge Ave,,,"71 E Tallmadge Ave, Akron, OH 44310",False,1927,,https://www.apartments.com/71-e-tallmadge-ave-akron-oh/wz5wmzj/
59 E Tallmadge Ave,,,"59 E Tallmadge Ave, Akron, OH 44310",False,1966,10,https://www.apartments.com/59-e-tallmadge-ave-akron-oh/0k4rrr0/
Newton Woods,,,"1197 Laffer Ave, Akron, OH 44305",False,1961,42,https://www.apartments.com/newton-woods-akron-oh/145xrr7/
1121-1130 Tonawanda Ave,,,"1121-1130 Tonawanda Ave, Akron, OH 44305",False,1965,,https://www.apartments.com/1121-1130-tonawanda-ave-akron-oh/txyqj29/
550 S Arlington St,,,"550 S Arlington St, Akron, OH 44306",False,1985,21,https://www.apartments.com/550-s-arlington-st-akron-oh/d0h6xqh/
92-96 Merriman Rd,,,"92-96 Merriman Rd, Akron, OH 44303",False,1948,,https://www.apartments.com/92-96-merriman-rd-akron-oh/x1b6cvn/
101 Merriman,,,"101 Merriman Rd, Akron, OH 44303",False,1973,21,https://www.apartments.com/101-merriman-akron-oh/2gj5829/
293 N Martha Ave,,,"293 N Martha Ave, Akron, OH 44305",False,1913,,https://www.apartments.com/293-n-martha-ave-akron-oh/pwn6xbs/
675-691 Copley Rd,,,"675-691 Copley Rd, Akron, OH 44320",False,1978,22,https://www.apartments.com/675-691-copley-rd-akron-oh/58k4cvq/
106-108 Lake St,,,"106-108 Lake St, Akron, OH 44301",False,1918,,https://www.apartments.com/106-108-lake-st-akron-oh/m1r85rk/
1297 Moore St,,,"1297 Moore St, Akron, OH 44301",False,1916,,https://www.apartments.com/1297-moore-st-akron-oh/w1kfdrj/
691 Payne Ave,,,"691 Payne Ave, Akron, OH 44302",False,1952,,https://www.apartments.com/691-payne-ave-akron-oh/9q9zt06/
41 Marshall Ave,,,"41 Marshall Ave, Akron, OH 44303",False,1953,10,https://www.apartments.com/41-marshall-ave-akron-oh/z7d2dpy/
240 S Portage Path,,,"240 S Portage Path, Akron, OH 44302",False,1954,,https://www.apartments.com/240-s-portage-path-akron-oh/dj8cypl/
232 Cole Ave,,,"232 Cole Ave, Akron, OH 44301",False,1928,,https://www.apartments.com/232-cole-ave-akron-oh/lwy4cld/
228 Cole Ave,,,"228 Cole Ave, Akron, OH 44301",False,1928,,https://www.apartments.com/228-cole-ave-akron-oh/0t9wf20/
32 Marshall Ave,,,"32 Marshall Ave, Akron, OH 44303",False,1900,,https://www.apartments.com/32-marshall-ave-akron-oh/73qpnzw/
38 Marshall Ave,,,"38 Marshall Ave, Akron, OH 44303",False,1980,,https://www.apartments.com/38-marshall-ave-akron-oh/mpbzerk/
364 Hillwood Dr,,,"364 Hillwood Dr, Akron, OH 44320",False,1919,,https://www.apartments.com/364-hillwood-dr-akron-oh/1yhbg65/
689 Schiller Ave,,,"689 Schiller Ave, Akron, OH 44310",False,1902,,https://www.apartments.com/689-schiller-ave-akron-oh/68k0e1s/
189 Lake St,,,"189 Lake St, Akron, OH 44301",False,1965,,https://www.apartments.com/189-lake-st-akron-oh/fsb6mhv/
148 Cole Ave,,,"148 Cole Ave, Akron, OH 44301",False,1919,,https://www.apartments.com/148-cole-ave-akron-oh/h3yw860/
705 W Market St,,,"705 W Market St, Akron, OH 44303",False,1920,,https://www.apartments.com/705-w-market-st-akron-oh/8cwmx62/
961 Home Ave,,,"961 Home Ave, Akron, OH 44310",False,,,https://www.apartments.com/961-home-ave-akron-oh/etg63dm/
Seville Apartments,,,"715 W Market St, Akron, OH 44303",False,1927,57,https://www.apartments.com/seville-apartments-akron-oh/r0ecys2/
789 Stadelman Ave,,,"789 Stadelman Ave, Akron, OH 44320",False,1919,,https://www.apartments.com/789-stadelman-ave-akron-oh/h13xrg3/
Stevenson Pointe,,,"700 Stevenson Pt, Akron, OH 44307",False,2008,30,https://www.apartments.com/stevenson-pointe-akron-oh/wy1z3cj/
79 Frances Ave,,,"79 Frances Ave, Akron, OH 44310",False,1919,10,https://www.apartments.com/79-frances-ave-akron-oh/44djghk/
172 S Portage Path,,,"172 S Portage Path, Akron, OH 44302",False,1927,,https://www.apartments.com/172-s-portage-path-akron-oh/542wvmn/
727 N Howard St,,,"727 N Howard St, Akron, OH 44310",False,1925,,https://www.apartments.com/727-n-howard-st-akron-oh/nc8vfrm/
272 Kryder Ave,,,"272 Kryder Ave, Akron, OH 44305",False,1918,,https://www.apartments.com/272-kryder-ave-akron-oh/bkdj8p9/
North Hill Properties #2,,,"732 N Howard St, Akron, OH 44310",False,1906,,https://www.apartments.com/north-hill-properties-2-akron-oh/nemfm3p/
160 S Portage Path,,,"160 S Portage Path, Akron, OH 44302",False,1959,,https://www.apartments.com/160-s-portage-path-akron-oh/2v99yh8/
753 W Market St,,,"753 W Market St, Akron, OH 44303",False,1927,30,https://www.apartments.com/753-w-market-st-akron-oh/1htv4t7/
1345 Highbrook St,,,"1345 Highbrook St, Akron, OH 44301",False,1915,,https://www.apartments.com/1345-highbrook-st-akron-oh/2wxflrc/
939 Damon St,,,"939 Damon St, Akron, OH 44310",False,1959,,https://www.apartments.com/939-damon-st-akron-oh/r53pnw2/
214 Merriman Rd,,,"214 Merriman Rd, Akron, OH 44303",False,1900,,https://www.apartments.com/214-merriman-rd-akron-oh/4nqb9zl/
103 S Portage Path,,,"103 S Portage Path, Akron, OH 44303",False,,,https://www.apartments.com/103-s-portage-path-akron-oh/e4ks6lm/
21 Casterton Ave,,,"21 Casterton Ave, Akron, OH 44303",False,1914,,https://www.apartments.com/21-casterton-ave-akron-oh/6dcvjqr/
Emerling Apartments,,,"256-268 E Emerling Ave, Akron, OH 44301",False,1916,13,https://www.apartments.com/emerling-apartments-akron-oh/bech5kc/
73 S Highland Ave,,,"73 S Highland Ave, Akron, OH 44303",False,1920,,https://www.apartments.com/73-s-highland-ave-akron-oh/5ml3emm/
1177 Milton St,,,"1177 Milton St, Akron, OH 44306",False,1916,,https://www.apartments.com/1177-milton-st-akron-oh/jw3zxs4/
37 S Highland Ave,,,"37 S Highland Ave, Akron, OH 44303",False,,10,https://www.apartments.com/37-s-highland-ave-akron-oh/y022wts/
21 S Highland Ave,,,"21 S Highland Ave, Akron, OH 44303",False,1928,13,https://www.apartments.com/21-s-highland-ave-akron-oh/316dyqf/
798 W Market St,,,"798 W Market St, Akron, OH 44303",False,1920,,https://www.apartments.com/798-w-market-st-akron-oh/tre8jcb/
1314 Girard St,,,"1314 Girard St, Akron, OH 44301",False,1926,,https://www.apartments.com/1314-girard-st-akron-oh/hgj8nh0/
788-798 N Main St,,,"788-798 N Main St, Akron, OH 44310",False,1920,23,https://www.apartments.com/788-798-n-main-st-akron-oh/47wp7xh/
45 E Emerling Ave,,,"45 E Emerling Ave, Akron, OH 44301",False,1958,16,https://www.apartments.com/45-e-emerling-ave-akron-oh/23rmnh9/
84 Casterton Ave,,,"84 Casterton Ave, Akron, OH 44303",False,1918,,https://www.apartments.com/84-casterton-ave-akron-oh/07r0hj3/
880 Delia Ave,,,"880 Delia Ave, Akron, OH 44320",False,1919,,https://www.apartments.com/880-delia-ave-akron-oh/xmjkmsq/
18 E Emerling Ave,,,"18 E Emerling Ave, Akron, OH 44301",False,1916,,https://www.apartments.com/18-e-emerling-ave-akron-oh/fgtn8ks/
1431 S Main St,,,"1431 S Main St, Akron, OH 44301",False,1915,10,https://www.apartments.com/1431-s-main-st-akron-oh/8mq1xt0/
936 Exchange St,,,"936 Exchange St, Akron, OH 44302",False,1914,,https://www.apartments.com/936-exchange-st-akron-oh/l61y7xg/
223 Grand Ave,,,"223 Grand Ave, Akron, OH 44302",False,1913,,https://www.apartments.com/223-grand-ave-akron-oh/ewgymzp/
363-383 Ontario St,,,"363-383 Ontario St, Akron, OH 44310",False,1961,22,https://www.apartments.com/363-383-ontario-st-akron-oh/5r75mcp/
862 Copley Rd,,,"862 Copley Rd, Akron, OH 44320",False,1929,,https://www.apartments.com/862-copley-rd-akron-oh/r1dezk2/
157 Casterton Ave,,,"157 Casterton Ave, Akron, OH 44303",False,1919,,https://www.apartments.com/157-casterton-ave-akron-oh/1713234/
876 Copley Rd,,,"876 Copley Rd, Akron, OH 44320",False,1928,,https://www.apartments.com/876-copley-rd-akron-oh/xxhp42n/
The Colony,,,"24 S Portage Path, Akron, OH 44303",False,1949,21,https://www.apartments.com/the-colony-akron-oh/y2crzgs/
163 Casterton Ave,,,"163 Casterton Ave, Akron, OH 44303",False,1919,,https://www.apartments.com/163-casterton-ave-akron-oh/3qrx8je/
58 E Archwood Ave,,,"58 E Archwood Ave, Akron, OH 44301",False,1917,,https://www.apartments.com/58-e-archwood-ave-akron-oh/nzxq6cp/
864 Chalker St,,,"864 Chalker St, Akron, OH 44310",False,1927,,https://www.apartments.com/864-chalker-st-akron-oh/llwm9pd/
1455 League St,,,"1455 League St, Akron, OH 44305",False,1917,,https://www.apartments.com/1455-league-st-akron-oh/k2xddmc/
914 Copley Rd,,,"914 Copley Rd, Akron, OH 44320",False,,,https://www.apartments.com/914-copley-rd-akron-oh/2yzs9g9/
918 Copley Rd,,,"918 Copley Rd, Akron, OH 44320",False,1928,,https://www.apartments.com/918-copley-rd-akron-oh/reh43b3/
927 Copley Rd,,,"927 Copley Rd, Akron, OH 44320",False,1928,,https://www.apartments.com/927-copley-rd-akron-oh/4hx8v8h/
1022-1030 W Exchange St,,,"1022-1030 W Exchange St, Akron, OH 44302",False,1918,,https://www.apartments.com/1022-1030-w-exchange-st-akron-oh/xzcerzn/
988 Jefferson Ave,,,"988 Jefferson Ave, Akron, OH 44302",False,1918,,https://www.apartments.com/988-jefferson-ave-akron-oh/67wf69t/
90 N Portage Path,,,"90 N Portage Path, Akron, OH 44303",False,1915,,https://www.apartments.com/90-n-portage-path-akron-oh/z3dhjez/
The Columbia,,,"920 Columbia Ave, Akron, OH 44310",False,1929,10,https://www.apartments.com/the-columbia-akron-oh/26bjy48/
Goodyear Heights,,,"472 Brittain Rd, Akron, OH 44305",False,1919,,https://www.apartments.com/goodyear-heights-akron-oh/eqkq45m/
122 N Portage Path,,,"122 N Portage Path, Akron, OH 44303",False,1920,15,https://www.apartments.com/122-n-portage-path-akron-oh/9gk80e4/
Firestone Park Apartments,,,"63-101 Firestone Blvd, Akron, OH 44301",False,1982,48,https://www.apartments.com/firestone-park-apartments-akron-oh/f7ejkcs/
363-365 E Cuyahoga Falls Ave,,,"363-365 E Cuyahoga Falls Ave, Akron, OH 44310",False,1926,,https://www.apartments.com/363-365-e-cuyahoga-falls-ave-akron-oh/qjm204x/
31 Firestone Blvd,,,"31 Firestone Blvd, Akron, OH 44301",False,1981,26,https://www.apartments.com/31-firestone-blvd-akron-oh/5kz2vgq/
30 N Rose Blvd,,,"30 N Rose Blvd, Akron, OH 44302",False,1915,,https://www.apartments.com/30-n-rose-blvd-akron-oh/5bsk2ep/
Arrowhead at Portage Path,,,"140 N Portage Path, Akron, OH 44303",False,1923,10,https://www.apartments.com/arrowhead-at-portage-path-akron-oh/qlwlr8w/
163 N Portage Path,,,"163 N Portage Path, Akron, OH 44303",False,1927,,https://www.apartments.com/163-n-portage-path-akron-oh/0f40rn0/
Spring Meadows,,,"1300-1327 Harmon Ave, Akron, OH 44307",False,1958,24,https://www.apartments.com/spring-meadows-akron-oh/h10cl93/
79 N Rose Blvd,,,"79 N Rose Blvd, Akron, OH 44302",False,1928,,https://www.apartments.com/79-n-rose-blvd-akron-oh/9p5m6y6/
167 N Portage Path,,,"167 N Portage Path, Akron, OH 44303",False,1960,,https://www.apartments.com/167-n-portage-path-akron-oh/y162x2s/
158 N Portage Path,,,"158 N Portage Path, Akron, OH 44303",False,1971,,https://www.apartments.com/158-n-portage-path-akron-oh/0egny93/
160-166 Brittain Rd,,,"160-166 Brittain Rd, Akron, OH 44305",False,1927,,https://www.apartments.com/160-166-brittain-rd-akron-oh/j07q406/
173 N Portage Path,,,"173 N Portage Path, Akron, OH 44303",False,1918,15,https://www.apartments.com/173-n-portage-path-akron-oh/lqtk0xg/
1628 E Market St,,,"1628 E Market St, Akron, OH 44305",False,1928,,https://www.apartments.com/1628-e-market-st-akron-oh/e76dr8m/
795 Russell Ave,,,"795 Russell Ave, Akron, OH 44307",False,1960,,https://www.apartments.com/795-russell-ave-akron-oh/6dn6frt/
186 N Portage Path,,,"186 N Portage Path, Akron, OH 44303",False,1930,,https://www.apartments.com/186-n-portage-path-akron-oh/zd0s1ew/
190 N Portage Path,,,"190 N Portage Path, Akron, OH 44303",False,1930,,https://www.apartments.com/190-n-portage-path-akron-oh/cg1x1xg/
The Chesterfield Apartments,,,"1032 W Market St, Akron, OH 44313",False,1918,16,https://www.apartments.com/the-chesterfield-apartments-akron-oh/8zlpe23/
200 Portage Path,,,"200 Portage Path, Akron, OH 44303",False,1945,,https://www.apartments.com/200-portage-path-akron-oh/lwb9dyd/
221 N Portage Path,,,"221 N Portage Path, Akron, OH 44303",False,1925,10,https://www.apartments.com/221-n-portage-path-akron-oh/3zsbsfg/
The Avalon,,,"214 N Portage, Akron, OH 44303",False,1929,44,https://www.apartments.com/the-avalon-akron-oh/6lesf5r/
1289-1327 Brownstone Ave,,,"1289-1327 Brownstone Ave, Akron, OH 44310",False,2004,20,https://www.apartments.com/1289-1327-brownstone-ave-akron-oh/gfdhxsz/
1094-1146 Dover,,,"1094-1146 Dover, Akron, OH 44320",False,1965,,https://www.apartments.com/1094-1146-dover-akron-oh/c25mx5g/
1100 Copley Rd,,,"1100 Copley Rd, Akron, OH 44320",False,,12,https://www.apartments.com/1100-copley-rd-akron-oh/45q1jeh/
Brittain Road Apartments,,,"1040-1078 Brittain Rd, Akron, OH 44305",False,1971,20,https://www.apartments.com/brittain-road-apartments-akron-oh/jwmn566/
575 Anderson Ave,,,"575 Anderson Ave, Akron, OH 44306",False,1968,12,https://www.apartments.com/575-anderson-ave-akron-oh/wmqt6cj/
Multi Family Bldg,,,"733-743 Wilbeth Rd, Akron, OH 44306",False,,,https://www.apartments.com/multi-family-bldg-akron-oh/xtq99cm/
787 E Wilbeth Rd,,,"787 E Wilbeth Rd, Akron, OH 44306",False,1972,12,https://www.apartments.com/787-e-wilbeth-rd-akron-oh/0whqsl0/
787 E Wilbeth Rd,,,"787 E Wilbeth Rd, Akron, OH 44306",False,1972,14,https://www.apartments.com/787-e-wilbeth-rd-akron-oh/k1srtt8/
1136 Copley Rd,,,"1136 Copley Rd, Akron, OH 44320",False,1939,,https://www.apartments.com/1136-copley-rd-akron-oh/t59p7x9/
Brittain Woods,,,"1079-1099 Brittain Rd, Akron, OH 44305",False,1964,12,https://www.apartments.com/brittain-woods-akron-oh/pfh5mpt/
806 Hardesty Blvd,,,"806 Hardesty Blvd, Akron, OH 44320",False,1940,,https://www.apartments.com/806-hardesty-blvd-akron-oh/7665nex/
