Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
The Chocolate Works,Reinhold Residential,215-989-4184,"231-247 N 3rd St, Philadelphia, PA 19106",False,1911,135,https://www.apartments.com/the-chocolate-works-philadelphia-pa/3b90emf/
The Metropolitan,Reinhold Residential,215-789-9403,"117 N 15th St, Philadelphia, PA 19102",False,1926,121,https://www.apartments.com/the-metropolitan-philadelphia-pa/fmqqvsr/
410 Shurs Lane,"Sovereign Property Management, LLC",844-840-7629,"410 Shurs Ln, Philadelphia, PA 19127",False,2016,38,https://www.apartments.com/410-shurs-lane-philadelphia-pa/fs58ghs/
The Belmont Apartments,Woodlake Management,844-757-1587,"4401 Conshohocken Ave, Philadelphia, PA 19131",False,1967,89,https://www.apartments.com/the-belmont-apartments-philadelphia-pa/zee7vmx/
Melrose Park Manor,Altman Management Company,844-349-8884,"210 W Cheltenham Ave, Philadelphia, PA 19126",False,1965,84,https://www.apartments.com/melrose-park-manor-philadelphia-pa/bx7y4db/
Carriage House,University Communities,215-253-3411,"3500 Powelton Ave, Philadelphia, PA 19104",True,1895,165,https://www.apartments.com/carriage-house-philadelphia-pa/bmjte18/
Sedgwick Gardens,Lindy Property,844-233-3538,"440 W Sedgwick St, Philadelphia, PA 19119",False,1944,68,https://www.apartments.com/sedgwick-gardens-philadelphia-pa/29j1gnc/
Bank Street Court,"Brandywine Construction & Management, Inc.",267-443-1965,"24-30 S Bank St, Philadelphia, PA 19106",False,1854,59,https://www.apartments.com/bank-street-court-philadelphia-pa/d6qjbgl/
Donna Court Apartments,The Galman Group,267-764-4634,"631 Dupont St, Philadelphia, PA 19128",False,1967,44,https://www.apartments.com/donna-court-apartments-philadelphia-pa/tv4yp6b/
Dupont Towers,The Galman Group,267-603-8675,"6100 Henry Ave, Philadelphia, PA 19128",False,1960,104,https://www.apartments.com/dupont-towers-philadelphia-pa/drqrhcj/
2400 Chestnut St.,2400 Chestnut,844-801-8109,"2400 Chestnut St, Philadelphia, PA 19103",True,1979,368,https://www.apartments.com/2400-chestnut-st-philadelphia-pa/zqgzz2x/
The Link at University City,"CA Ventures, LLC",844-699-1840,"3600-3630 Lancaster Ave, Philadelphia, PA 19104",True,2019,126,https://www.apartments.com/the-link-at-university-city-philadelphia-pa/f0nhpcs/
The Chatham,Michael Singer Real Estate,844-390-9470,"135 S 20th St, Philadelphia, PA 19103",False,1927,93,https://www.apartments.com/the-chatham-philadelphia-pa/918dxc7/
Rittenhouse Claridge,Kaiserman Company,844-513-0268,"201 S 18th St, Philadelphia, PA 19103",False,1951,455,https://www.apartments.com/rittenhouse-claridge-philadelphia-pa/dk9gwtl/
Melrose Station,First Montgomery Group,267-415-4798,"902 Valley Rd, Melrose Park, PA 19027",False,1955,137,https://www.apartments.com/melrose-station-melrose-park-pa/xnqqdqn/
Leverington Court Apartments,The Galman Group,267-730-3901,"631 Leverington Ave, Philadelphia, PA 19128",False,1962,46,https://www.apartments.com/leverington-court-apartments-philadelphia-pa/5r9pdlm/
Evo at Cira Centre South,Asset,215-645-4418,"2930 Chestnut St, Philadelphia, PA 19104",True,2014,850,https://www.apartments.com/evo-at-cira-centre-south-philadelphia-pa/sjv12e7/
Rittenhouse Square,OCF Realty LLC,844-407-3460,"1501 Locust St, Philadelphia, PA 19102",False,1947,29,https://www.apartments.com/rittenhouse-square-philadelphia-pa/6bkdzfv/
Lawndale Apartments,Royal Communities,844-826-8696,"6000 Tabor Ave, Philadelphia, PA 19111",False,1947,85,https://www.apartments.com/lawndale-apartments-philadelphia-pa/6zq2xyt/
Roosevelt,Rushmore Management,844-803-8429,"2220 Walnut St, Philadelphia, PA 19103",True,1915,101,https://www.apartments.com/roosevelt-philadelphia-pa/kwhwv29/
The Riverloft,Apartment Investment and Management Company,215-987-2234,"2300 Walnut St, Philadelphia, PA 19103",False,1910,184,https://www.apartments.com/the-riverloft-philadelphia-pa/jjsmwp7/
Canal House,"Brandywine Construction & Management, Inc.",215-987-2253,"4312 Main St, Philadelphia, PA 19127",False,1847,81,https://www.apartments.com/canal-house-philadelphia-pa/jcyjc66/
Juniper Place,Michael Singer Real Estate,844-350-0533,"247-249 S Juniper St, Philadelphia, PA 19107",False,1922,51,https://www.apartments.com/juniper-place-philadelphia-pa/89cqne1/
the metropolitan wynnefield,Metropolitan Management Corporation,215-392-4516,"5000 Woodbine Ave, Philadelphia, PA 19131",False,1973,50,https://www.apartments.com/the-metropolitan-wynnefield-philadelphia-pa/s3qjyr4/
Westbury,University City Housing,484-805-0368,"271 S 15th St, Philadelphia, PA 19102",False,1928,106,https://www.apartments.com/westbury-philadelphia-pa/wm05w9h/
Westfield Apartments,The Galman Group,267-953-8065,"2237 Bryn Mawr Ave, Philadelphia, PA 19131",False,1960,53,https://www.apartments.com/westfield-apartments-philadelphia-pa/4yemsch/
Spruce Apartments,Brick Management,484-483-1881,"1023-1028 Spruce St, Philadelphia, PA 19107",False,1900,,https://www.apartments.com/spruce-apartments-philadelphia-pa/zx0n4dx/
Domus,"UDR, Inc.",888-923-5149,"3411 Chestnut St, Philadelphia, PA 19104",False,2008,290,https://www.apartments.com/domus-philadelphia-pa/mrvbv0l/
Touraine,Spruce Street Commons,267-772-5809,"1520 Spruce St, Philadelphia, PA 19102",False,1917,132,https://www.apartments.com/touraine-philadelphia-pa/7fs0qcy/
The Isle,The Bozzuto Group,844-295-5658,"1 Cotton St, Philadelphia, PA 19127",False,2017,156,https://www.apartments.com/the-isle-philadelphia-pa/py315bs/
Bryn Mawr Suites Apartments,"Woodward Properties, Inc.",844-857-5956,"5100 Lebanon Ave, Philadelphia, PA 19131",False,1959,112,https://www.apartments.com/bryn-mawr-suites-apartments-philadelphia-pa/dxf7etj/
The Claridge,Shapiro Property Management,844-688-2687,"319 S 10th St, Philadelphia, PA 19107",False,1925,17,https://www.apartments.com/the-claridge-philadelphia-pa/xepv80p/
The Victor,The Bozzuto Group,609-250-2789,"1 Market St, Camden, NJ 08102",True,1906,341,https://www.apartments.com/the-victor-camden-nj/9nmzzq7/
Waverly Court Apartments,OCF Realty LLC,844-235-4065,"412-426 S 13th St, Philadelphia, PA 19147",False,2016,61,https://www.apartments.com/waverly-court-apartments-philadelphia-pa/jcr30n4/
101 City Apartments,Goodman Properties,844-205-0003,"101 W City Ave, Bala Cynwyd, PA 19004",False,2013,25,https://www.apartments.com/101-city-apartments-bala-cynwyd-pa/lxt37kg/
The Pierre,Hesta Management LLC,609-284-9855,"306 Cooper St, Camden, NJ 08102",False,2019,32,https://www.apartments.com/the-pierre-camden-nj/3j4tv6f/
The Bradford,OCF Realty LLC,844-268-9913,"507-515 S 8th St, Philadelphia, PA 19147",False,2017,26,https://www.apartments.com/the-bradford-philadelphia-pa/lbvw35g/
Fairview Arms Apartments,"Woodward Properties, Inc.",844-215-8861,"5201-5219 Wynnefield Ave, Philadelphia, PA 19131",False,1925,45,https://www.apartments.com/fairview-arms-apartments-philadelphia-pa/9m9lkx6/
227 Krams Ave,"Sovereign Property Management, LLC",877-625-5615,"227 Krams Ave, Philadelphia, PA 19127",False,2018,24,https://www.apartments.com/227-krams-ave-philadelphia-pa/j7yccr5/
One Montgomery Avenue Apartments,Marks & Co.,844-257-9933,"1 Montgomery Ave, Bala Cynwyd, PA 19004",False,1964,46,https://www.apartments.com/one-montgomery-avenue-apartments-bala-cynwyd-pa/6j956br/
Walnut Hill Apartments,"Campus Apartments, Inc.",844-634-2138,"4111 Walnut St, Philadelphia, PA 19104",False,1926,82,https://www.apartments.com/walnut-hill-apartments-philadelphia-pa/k4e1dj8/
Edgehill Court Apartments,"Woodward Properties, Inc.",844-285-5072,"25 Old Lancaster Rd, Bala Cynwyd, PA 19004",False,1960,37,https://www.apartments.com/edgehill-court-apartments-bala-cynwyd-pa/kelssnc/
Princeton Gardens,Westwood Services Company,844-766-1560,"7330 Germantown Ave, Philadelphia, PA 19119",False,1951,36,https://www.apartments.com/princeton-gardens-philadelphia-pa/011cer0/
Netherlands,Brick Management,844-570-4912,"4300 Chestnut St, Philadelphia, PA 19104",False,1907,63,https://www.apartments.com/netherlands-philadelphia-pa/1mv74l5/
Dockside Luxury Apartments,The DePaul Group,844-284-3109,"717 S Christopher Columbus Blvd, Philadelphia, PA 19147",True,2003,242,https://www.apartments.com/dockside-luxury-apartments-philadelphia-pa/s4ghtr4/
the metropolitan bala cynwyd,Metropolitan Management Corporation,484-652-8880,"118 Montgomery Ave, Bala Cynwyd, PA 19004",False,1954,50,https://www.apartments.com/the-metropolitan-bala-cynwyd-bala-cynwyd-pa/m4np82l/
Catherine Street Chase,Knickerbocker Properties,844-701-3916,"324-340 Catharine St, Philadelphia, PA 19147",False,1915,36,https://www.apartments.com/catherine-street-chase-philadelphia-pa/yqgg4yv/
Audubon Apartments,Royal Communities,844-207-5252,"6242 Roosevelt Blvd, Philadelphia, PA 19149",False,1951,210,https://www.apartments.com/audubon-apartments-philadelphia-pa/5l6nw2n/
Westwood,Westwood Apartments,844-544-7205,"4404 Walnut St, Philadelphia, PA 19104",False,1925,59,https://www.apartments.com/westwood-philadelphia-pa/wb30bdj/
Ridgeview Apartments,The Galman Group,844-677-6467,"6725 Ridge Ave, Philadelphia, PA 19128",False,1964,96,https://www.apartments.com/ridgeview-apartments-philadelphia-pa/tsg2l5c/
Cramer Hill Apartments & Townhomes,Corsa Management,844-830-7142,"3408 River Rd, Camden, NJ 08105",False,1934,360,https://www.apartments.com/cramer-hill-apartments-townhomes-camden-nj/dvmgvhj/
U City Flats,Altman Management Company,267-443-6009,"4612-4620 Sansom St, Philadelphia, PA 19139",False,2016,42,https://www.apartments.com/u-city-flats-philadelphia-pa/ncc6h5m/
Spruce Hill Court,"Campus Apartments, Inc.",877-631-3143,"4400 Spruce St, Philadelphia, PA 19104",False,,33,https://www.apartments.com/spruce-hill-court-philadelphia-pa/fjsv6ht/
Florence Gardens,Altman Management Company,844-211-4255,"506 S 41st St, Philadelphia, PA 19104",False,1930,56,https://www.apartments.com/florence-gardens-philadelphia-pa/7pzjmlz/
Canterbury Apartments,The Galman Group,215-874-8234,"33 E Roumfort Rd, Philadelphia, PA 19119",False,1948,48,https://www.apartments.com/canterbury-apartments-philadelphia-pa/v21sn8d/
Wadsworth Manor,Woodlake Management,844-280-2359,"1100-1117 E Mount Airy Ave, Philadelphia, PA 19150",False,1980,112,https://www.apartments.com/wadsworth-manor-philadelphia-pa/7nqmfbz/
West Loft Apartments,Stonehenge Advisors Inc.,281-506-2586,"4700 Walnut St, Philadelphia, PA 19139",False,2017,139,https://www.apartments.com/west-loft-apartments-philadelphia-pa/wlt98hj/
4519-4525 Pine St,Brick Management,844-322-7938,"4519-4525 Pine St, Philadelphia, PA 19143",False,1900,15,https://www.apartments.com/4519-4525-pine-st-philadelphia-pa/6ppl4dr/
Elkins Park Gardens,Altman Management Company,855-825-7571,"8000 High School Rd, Elkins Park, PA 19027",False,1953,50,https://www.apartments.com/elkins-park-gardens-elkins-park-pa/h9838s3/
Ridge Court Apartments,The Galman Group,267-685-9696,"7014 Ridge Ave, Philadelphia, PA 19128",False,1963,66,https://www.apartments.com/ridge-court-apartments-philadelphia-pa/1fjwpm6/
Chestnut Terrace Apartments,The Galman Group,844-837-6890,"7412 Stenton Ave, Philadelphia, PA 19150",False,1960,42,https://www.apartments.com/chestnut-terrace-apartments-philadelphia-pa/f5c586v/
Garden Court Plaza,Spruce Street Commons,844-294-6987,"4701 Pine St, Philadelphia, PA 19143",False,1930,162,https://www.apartments.com/garden-court-plaza-philadelphia-pa/8ws64l2/
Q Wayne Gardens,MCM Management Solution,844-639-0695,"5220-5224 Wayne Ave, Philadelphia, PA 19144",False,1928,95,https://www.apartments.com/q-wayne-gardens-philadelphia-pa/3xzf41d/
Vernon House - A 62 & Older Community,Pennrose Management Company,267-443-1945,"3226 Clifford St, Philadelphia, PA 19121",False,1925,68,https://www.apartments.com/vernon-house-a-62-older-community-philadelphia-pa/m3xw6bk/
Iron Mill Lofts,Barzilay Development,856-282-2926,"1156-60 N 3rd St, Philadelphia, PA 19123",False,2014,12,https://www.apartments.com/iron-mill-lofts-philadelphia-pa/q5z9mgz/
"Maple Village ""62 + Community""",Pennrose Management Company,215-600-2262,"22 W Rittenhouse St, Philadelphia, PA 19144",False,2002,70,https://www.apartments.com/maple-village-62-community-philadelphia-pa/z4ljpmz/
Liberties Walk,Post Brothers Apartments,844-475-6299,"1022-1030 N 2nd St, Philadelphia, PA 19123",False,2004,70,https://www.apartments.com/liberties-walk-philadelphia-pa/phsrvys/
Schoolhouse Lofts,JG Real Estate,844-890-1299,"109 W Wildey St, Philadelphia, PA 19123",False,2005,45,https://www.apartments.com/schoolhouse-lofts-philadelphia-pa/29pbsqc/
Walnut Terrace,REAL Properties,610-616-5789,"401 W Walnut Ln, Philadelphia, PA 19144",False,1927,122,https://www.apartments.com/walnut-terrace-philadelphia-pa/3qvj80d/
Del Campo,Post Brothers Apartments,267-592-3158,"1011 N Hancock St, Philadelphia, PA 19123",False,2006,33,https://www.apartments.com/del-campo-philadelphia-pa/m68d8bj/
Regency House,Lindy Property,267-297-1716,"6301-6341 N 10th St, Philadelphia, PA 19141",False,1960,93,https://www.apartments.com/regency-house-philadelphia-pa/3pyj3bd/
Upsal Gardens,REAL Properties,215-253-3916,"246 W Upsal St, Philadelphia, PA 19119",False,1926,146,https://www.apartments.com/upsal-gardens-philadelphia-pa/zgkdtey/
Yarn Factory Lofts,Barzilay Development,844-240-5723,"3715 Main St, Philadelphia, PA 19127",True,2018,50,https://www.apartments.com/yarn-factory-lofts-philadelphia-pa/htyf4l0/
Pastorius Court,Imperial Property Management,347-547-3512,"6600 Lincoln Dr, Philadelphia, PA 19119",False,1925,42,https://www.apartments.com/pastorius-court-philadelphia-pa/9e0wl57/
McCallum Apartments,The Galman Group,215-458-5595,"6635 Mccallum St, Philadelphia, PA 19119",False,1926,88,https://www.apartments.com/mccallum-apartments-philadelphia-pa/x7kfbdp/
West Village Powelton,JG Real Estate,844-556-1645,"3201-3223 Powelton Ave, Philadelphia, PA 19104",False,1915,32,https://www.apartments.com/west-village-powelton-philadelphia-pa/x40r98p/
Brentwood,Pennrose Management Company,215-987-6406,"4130-4140 Parkside Ave, Philadelphia, PA 19104",False,1915,43,https://www.apartments.com/brentwood-philadelphia-pa/bhccbn9/
Inglis Gardens at Belmont,Regan Development,844-249-8331,"2560-2566 Belmont Ave, Philadelphia, PA 19131",False,2016,80,https://www.apartments.com/inglis-gardens-at-belmont-philadelphia-pa/60tnyqs/
Carver Hall Gardens,MCM Management Solution,844-790-5918,"4840 Oxford Ave, Philadelphia, PA 19124",False,1928,60,https://www.apartments.com/carver-hall-gardens-philadelphia-pa/mgb3z1k/
Washington Lane Apartments,Chelsea Management,844-225-6940,"6201-6221 Crittenden St, Philadelphia, PA 19138",False,1951,75,https://www.apartments.com/washington-lane-apartments-philadelphia-pa/7sqxlbz/
West Village Spring Garden,JG Real Estate,856-209-2794,"3823 Spring Garden St, Philadelphia, PA 19104",False,1917,46,https://www.apartments.com/west-village-spring-garden-philadelphia-pa/lhtlxvd/
Oxford Apartments,Mathias Deutsch,844-203-2790,"5051 Oxford Ave, Philadelphia, PA 19124",False,1940,122,https://www.apartments.com/oxford-apartments-philadelphia-pa/5eg36jp/
The Willows at Pyne Poynt,Ingerman,609-403-0238,"450 Erie St, Camden, NJ 08102",False,2012,40,https://www.apartments.com/the-willows-at-pyne-poynt-camden-nj/jerjh75/
The Chancellor,"Chancellor Properties, Inc.",215-372-1441,"206 S 13th St, Philadelphia, PA 19107",False,1928,212,https://www.apartments.com/the-chancellor-philadelphia-pa/dr3wcqh/
The Cosmoplitan,Rampart Holdings Inc,844-656-4362,"211 S 12th St, Philadelphia, PA 19107",False,1896,191,https://www.apartments.com/the-cosmoplitan-philadelphia-pa/9dyqc57/
Annex,Spruce Street Commons,267-313-0039,"1516-1518 Spruce St, Philadelphia, PA 19102",False,2012,21,https://www.apartments.com/annex-philadelphia-pa/jmrb837/
Llanberris Apartments,Marks & Co.,844-752-5234,"101 Conshohocken State Rd, Bala Cynwyd, PA 19004",False,1950,21,https://www.apartments.com/llanberris-apartments-bala-cynwyd-pa/fsgwd7r/
Sevilla Court,University City Housing,267-518-3447,"32 Conshohocken State Rd, Bala Cynwyd, PA 19004",False,1940,25,https://www.apartments.com/sevilla-court-bala-cynwyd-pa/1tlhbe6/
Korman Residential at 3737 Chestnut,Korman Residential Properties,267-884-0756,"3737 Chestnut St, Philadelphia, PA 19104",True,2015,276,https://www.apartments.com/korman-residential-at-3737-chestnut-philadelphia-pa/4dn8nnj/
Fitler Commons,Michael Singer Real Estate,844-262-2666,"2300-2318 Pine St, Philadelphia, PA 19103",False,1930,39,https://www.apartments.com/fitler-commons-philadelphia-pa/ygqsxpv/
Oakland Terrace Apartments,Chelsea Management,267-774-4819,"6063 Roosevelt Blvd, Philadelphia, PA 19149",False,1963,78,https://www.apartments.com/oakland-terrace-apartments-philadelphia-pa/e03nq7n/
Bainbridge Lofts,Odin Properties,267-380-5731,"715 S 3rd St, Philadelphia, PA 19147",False,1915,13,https://www.apartments.com/bainbridge-lofts-philadelphia-pa/v8h3j9e/
Sanctuary Lofts,Barzilay Development,844-236-9725,"2321 Fitzwater St, Philadelphia, PA 19146",False,2014,30,https://www.apartments.com/sanctuary-lofts-philadelphia-pa/337lkrd/
4602 Canton,MGMT Residential,844-234-7356,"4602 Canton St, Philadelphia, PA 19127",False,2019,36,https://www.apartments.com/4602-canton-philadelphia-pa/4bdm8zl/
6615 Ridge,MGMT Residential,844-264-3857,"6615 Ridge Ave, Philadelphia, PA 19128",False,2019,20,https://www.apartments.com/6615-ridge-philadelphia-pa/42z6p9j/
Mount Airy Manor,Chelsea Management,855-512-7761,"315-333 E Mount Airy Ave, Philadelphia, PA 19119",False,1960,66,https://www.apartments.com/mount-airy-manor-philadelphia-pa/m0vr6lk/
The Standard at Spruce Hill,Barzilay Development,855-346-5704,"4311 Spruce St, Philadelphia, PA 19104",False,,79,https://www.apartments.com/the-standard-at-spruce-hill-philadelphia-pa/w7g29bj/
Birchwood at Cedars Village (55+ Community),Ingerman,855-620-0510,"921-931 Ellsworth St, Philadelphia, PA 19147",False,2013,64,https://www.apartments.com/birchwood-at-cedars-village-55-community-philadelphia-pa/088rje2/
The Universal Properties,Pennrose Management Company,267-439-4801,"1601 Federal St, Philadelphia, PA 19146",False,1915,161,https://www.apartments.com/the-universal-properties-philadelphia-pa/qkk1d8y/
3605 N 8th St Unit 2,,267-300-9194,"3605 N 8th St, Philadelphia, PA 19140",False,1915,161,https://www.apartments.com/3605-n-8th-st-philadelphia-pa-unit-2/z8yxj6y/
3761 N 18th St Unit 3 Fl,,267-380-5651,"3761 N 18th St, Philadelphia, PA 19140",False,1915,161,https://www.apartments.com/3761-n-18th-st-philadelphia-pa-unit-3-fl/sdd47b7/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2003 Tulip St,,267-495-4313,"2003 Tulip St, Philadelphia, PA 19125",False,,,https://www.apartments.com/2003-tulip-st-philadelphia-pa/q8xkfrz/
2304 E Dakota St,,267-669-0025,"2304 E Dakota St, Philadelphia, PA 19125",False,,,https://www.apartments.com/2304-e-dakota-st-philadelphia-pa/733nf6w/
5416 N 11th St,,267-296-1411,"5416 N 11th St, Philadelphia, PA 19141",False,,,https://www.apartments.com/5416-n-11th-st-philadelphia-pa/c7vrzzd/
2037 N College Ave Unit C,,610-850-9996,"2037 N College Ave, Philadelphia, PA 19121",False,,,https://www.apartments.com/2037-n-college-ave-philadelphia-pa-unit-c/j5xh5q5/
1232 N Carlisle St Unit 3,,844-245-8771,"1232 N Carlisle St, Philadelphia, PA 19121",False,,,https://www.apartments.com/1232-n-carlisle-st-philadelphia-pa-unit-3/cy6zs9f/
1237 N 15th St Unit 2,,732-589-7292,"1237 N 15th St, Philadelphia, PA 19121",False,,,https://www.apartments.com/1237-n-15th-st-philadelphia-pa-unit-2/4thxrzh/
2220 Master St Unit 10,,844-894-0835,"2220 Master St, Philadelphia, PA 19121",False,,,https://www.apartments.com/2220-master-st-philadelphia-pa-unit-10/g7v3lsy/
1319 N 6th St Unit 1F,,484-388-5673,"1319 N 6th St, Philadelphia, PA 19122",False,,,https://www.apartments.com/1319-n-6th-st-philadelphia-pa-unit-1f/4dfxtej/
1317 N 7th St Unit 3,,215-234-3603,"1317 N 7th St, Philadelphia, PA 19122",False,,,https://www.apartments.com/1317-n-7th-st-philadelphia-pa-unit-3/6m13v1v/
1518 Frankford Ave Unit 3,,844-657-9572,"1518 Frankford Ave, Philadelphia, PA 19125",False,,,https://www.apartments.com/1518-frankford-ave-philadelphia-pa-unit-3/9m9z3l6/
1314 N Front St Unit 5,,267-457-4463,"1314 N Front St, Philadelphia, PA 19122",False,,,https://www.apartments.com/1314-n-front-st-philadelphia-pa-unit-5/w6tcbpk/
1139 N 4th St Unit 3A,,484-253-3127,"1139 N 4th St, Philadelphia, PA 19123",False,,,https://www.apartments.com/1139-n-4th-st-philadelphia-pa-unit-3a/1l549f5/
1139 N 4th St Unit 2C,,267-592-3728,"1139 N 4th St, Philadelphia, PA 19123",False,,,https://www.apartments.com/1139-n-4th-st-philadelphia-pa-unit-2c/jxdtc84/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
821 N 15th St Unit 2,,,"821 N 15th St, Philadelphia, PA 19130",False,,,https://www.apartments.com/821-n-15th-st-philadelphia-pa-unit-2/1t6jxr7/
4123 K St,,443-445-0665,"4123 K St, Philadelphia, PA 19124",False,,,https://www.apartments.com/4123-k-st-philadelphia-pa/d08y7hj/
1257 N Newkirk St Unit 2,,215-709-0211,"1257 N Newkirk St, Philadelphia, PA 19121",False,,,https://www.apartments.com/1257-n-newkirk-st-philadelphia-pa-unit-2/plkcgxr/
832 N 19th St,,844-666-3787,"832 N 19th St, Philadelphia, PA 19130",False,,,https://www.apartments.com/832-n-19th-st-philadelphia-pa/l0vgddf/
881 N 23rd St Unit 2,,267-824-2276,"881 N 23rd St, Philadelphia, PA 19130",False,,,https://www.apartments.com/881-n-23rd-st-philadelphia-pa-unit-2/qjxb8hy/
1265 N Newkirk St Unit F,,267-332-1377,"1265 N Newkirk St, Philadelphia, PA 19121",False,,,https://www.apartments.com/1265-n-newkirk-st-philadelphia-pa-unit-f/5fdhpzn/
1439 Brown St Unit 2,,844-313-8869,"1439 Brown St, Philadelphia, PA 19130",False,,,https://www.apartments.com/1439-brown-st-philadelphia-pa-unit-2/5wmg0em/
1040 N 4th St Unit 2R,,,"1040 N 4th St, Philadelphia, PA 19123",False,,,https://www.apartments.com/1040-n-4th-st-philadelphia-pa-unit-2r/gv7t2fw/
1140 N American St Unit 308,,267-606-0867,"1140 N American St, Philadelphia, PA 19123",False,,,https://www.apartments.com/1140-n-american-st-philadelphia-pa-unit-308/2j2jsh9/
1136 N American St Unit 304,,844-821-2512,"1136 N American St, Philadelphia, PA 19123",False,,,https://www.apartments.com/1136-n-american-st-philadelphia-pa-unit-304/jd2hl85/
1136 N American St Unit 312,,844-302-0635,"1136 N American St, Philadelphia, PA 19123",False,,,https://www.apartments.com/1136-n-american-st-philadelphia-pa-unit-312/yt9tvgs/
2221 Myrtle St,,484-577-8082,"2221 Myrtle St, Philadelphia, PA 19130",False,,,https://www.apartments.com/2221-myrtle-st-philadelphia-pa/fz67fvt/
854 N 22nd St Unit 3 fl,,267-824-2287,"854 N 22nd St, Philadelphia, PA 19130",False,,,https://www.apartments.com/854-n-22nd-st-philadelphia-pa-unit-3-fl/h7jk8n0/
1213 Shackamaxon St Unit 4,,267-603-4543,"1213 Shackamaxon St, Philadelphia, PA 19125",False,,,https://www.apartments.com/1213-shackamaxon-st-philadelphia-pa-unit-4/rqplmh3/
2550 E Somerset St Unit 2ND F,,,"2550 E Somerset St, Philadelphia, PA 19134",False,,,https://www.apartments.com/2550-e-somerset-st-philadelphia-pa-unit-2nd-f/0pnbpb1/
1227 Shackamaxon St Unit 7,,856-472-9201,"1227 Shackamaxon St, Philadelphia, PA 19125",False,,,https://www.apartments.com/1227-shackamaxon-st-philadelphia-pa-unit-7/phfyq3r/
1205 Leopard St Unit 2,,844-311-1297,"1205 Leopard St, Philadelphia, PA 19125",False,,,https://www.apartments.com/1205-leopard-st-philadelphia-pa-unit-2/xf3wvxq/
2829 Livingston St,,484-218-0522,"2829 Livingston St, Philadelphia, PA 19134",False,,,https://www.apartments.com/2829-livingston-st-philadelphia-pa/wev6f9h/
891 N Taylor St,,215-944-5860,"891 N Taylor St, Philadelphia, PA 19130",False,,,https://www.apartments.com/891-n-taylor-st-philadelphia-pa/phe8w5r/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1117 Shackamaxon St,,267-443-1928,"1117 Shackamaxon St, Philadelphia, PA 19125",False,,,https://www.apartments.com/1117-shackamaxon-st-philadelphia-pa/10b1wv4/
230 W Wildey St Unit A,,267-520-4573,"230 W Wildey St, Philadelphia, PA 19123",False,,,https://www.apartments.com/230-w-wildey-st-philadelphia-pa-unit-a/74mwg9y/
1002 N 2nd St Unit C,,215-395-9193,"1002 N 2nd St, Philadelphia, PA 19123",False,,,https://www.apartments.com/1002-n-2nd-st-philadelphia-pa-unit-c/43544fh/
2834 Cambridge St,,856-230-2516,"2834 Cambridge St, Philadelphia, PA 19130",False,,,https://www.apartments.com/2834-cambridge-st-philadelphia-pa/hhbh1v1/
720 N 20th St,,267-625-2223,"720 N 20th St, Philadelphia, PA 19130",False,,,https://www.apartments.com/720-n-20th-st-philadelphia-pa/60ws6ks/
1100 Shackamaxon St Unit 1E,,,"1100 Shackamaxon St, Philadelphia, PA 19125",False,,,https://www.apartments.com/1100-shackamaxon-st-philadelphia-pa-unit-1e/d6z42qh/
2555 Salmon St,,844-299-3831,"2555 Salmon St, Philadelphia, PA 19125",False,,,https://www.apartments.com/2555-salmon-st-philadelphia-pa/11gkbg7/
2800 Poplar St Unit 1A,,,"2800 Poplar St, Philadelphia, PA 19130",False,,,https://www.apartments.com/2800-poplar-st-philadelphia-pa-unit-1a/65xmb5v/
2800 Poplar St Unit 3A,,,"2800 Poplar St, Philadelphia, PA 19130",False,,,https://www.apartments.com/2800-poplar-st-philadelphia-pa-unit-3a/gcs63yy/
2800 Poplar St Unit 1B,,,"2800 Poplar St, Philadelphia, PA 19130",False,,,https://www.apartments.com/2800-poplar-st-philadelphia-pa-unit-1b/scb6gl7/
819 N 26th St Unit 1,,,"819 N 26th St, Philadelphia, PA 19130",False,,,https://www.apartments.com/819-n-26th-st-philadelphia-pa-unit-1/trc2h5c/
1522 W Champlost Ave Unit 2nd,,,"1522 W Champlost Ave, Philadelphia, PA 19141",False,,,https://www.apartments.com/1522-w-champlost-ave-philadelphia-pa-unit-2nd/6w9xt8t/
