Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
3992 Beechwood Blvd,,412-392-9772,"3992 Beechwood Blvd, Pittsburgh, PA 15217",False,,,https://www.apartments.com/3992-beechwood-blvd-pittsburgh-pa/blscshc/
5743 Fifth Ave Unit 2,,412-420-6078,"5743 Fifth Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/5743-fifth-ave-pittsburgh-pa-unit-2/jpywsw4/
652 Maryland Ave Unit 2R,,724-216-6627,"652 Maryland Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/652-maryland-ave-pittsburgh-pa-unit-2r/mptzw3j/
912 Maryland Ave Unit 4B1,,724-734-5678,"912 Maryland Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/912-maryland-ave-pittsburgh-pa-unit-4b1/8g7j2g1/
621 Maryland Ave Unit #4,,412-307-4952,"621 Maryland Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/621-maryland-ave-pittsburgh-pa-unit-4/p1feykt/
621 Maryland Ave Unit 1,,412-356-3547,"621 Maryland Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/621-maryland-ave-pittsburgh-pa-unit-1/nbjxwem/
621 Maryland Ave Unit 5,,724-472-4673,"621 Maryland Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/621-maryland-ave-pittsburgh-pa-unit-5/bsmpqr9/
631 Maryland Ave Unit 8,,412-557-7418,"631 Maryland Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/631-maryland-ave-pittsburgh-pa-unit-8/rymxs10/
631 Maryland Ave Unit 4,,412-489-0095,"631 Maryland Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/631-maryland-ave-pittsburgh-pa-unit-4/xw7dg5p/
631 Maryland Ave Unit 7,,412-557-7290,"631 Maryland Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/631-maryland-ave-pittsburgh-pa-unit-7/q05zg4w/
631 Maryland Ave Unit 6,,412-506-3558,"631 Maryland Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/631-maryland-ave-pittsburgh-pa-unit-6/by1r039/
631 Maryland Ave Unit 1,,724-343-1101,"631 Maryland Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/631-maryland-ave-pittsburgh-pa-unit-1/hpcd0v3/
5212 Coral St Unit 1,,412-368-2650,"5212 Coral St, Pittsburgh, PA 15224",False,,,https://www.apartments.com/5212-coral-st-pittsburgh-pa-unit-1/s1dx6p4/
5800 Ellsworth Ave Unit 2,,844-297-2780,"5800 Ellsworth Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/5800-ellsworth-ave-pittsburgh-pa-unit-2/1g7tdj6/
5800 Ellsworth Ave Unit 3,,844-289-4999,"5800 Ellsworth Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/5800-ellsworth-ave-pittsburgh-pa-unit-3/pxfqp9s/
5800 Ellsworth Ave Unit 12,,412-557-7345,"5800 Ellsworth Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/5800-ellsworth-ave-pittsburgh-pa-unit-12/8lgm293/
2301 Mission St Unit 4,,855-343-1002,"2301 Mission St, Pittsburgh, PA 15203",False,,,https://www.apartments.com/2301-mission-st-pittsburgh-pa-unit-4/b18c818/
307 S Graham St Unit 1,,844-659-7676,"307 S Graham St, Pittsburgh, PA 15232",False,,,https://www.apartments.com/307-s-graham-st-pittsburgh-pa-unit-1/7yqcg3x/
1928 Harcum Way Unit 0,,412-218-1084,"1928 Harcum Way, Pittsburgh, PA 15203",False,,,https://www.apartments.com/1928-harcum-way-pittsburgh-pa-unit-0/exe1qrm/
5810 Holden St Unit 2,,412-690-0246,"5810 Holden St, Pittsburgh, PA 15232",False,,,https://www.apartments.com/5810-holden-st-pittsburgh-pa-unit-2/239c75b/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
5824 Phillips Ave Unit 2,,412-436-5720,"5824 Phillips Ave, Pittsburgh, PA 15217",False,,,https://www.apartments.com/5824-phillips-ave-pittsburgh-pa-unit-2/8sgq3y2/
6301 Fifth Ave Unit 1b,,412-564-0555,"6301 Fifth Ave, Pittsburgh, PA 15206",False,,,https://www.apartments.com/6301-fifth-ave-pittsburgh-pa-unit-1b/949rg36/
5832 Phillips Ave Unit 3,,412-436-5703,"5832 Phillips Ave, Pittsburgh, PA 15217",False,,,https://www.apartments.com/5832-phillips-ave-pittsburgh-pa-unit-3/8q6lkd1/
4150 Murray Ave Unit 2ndfl,,412-709-5579,"4150 Murray Ave, Pittsburgh, PA 15217",False,,,https://www.apartments.com/4150-murray-ave-pittsburgh-pa-unit-2ndfl/p74fb0t/
305 N Negley Ave Unit 14,,412-218-1823,"305 N Negley Ave, Pittsburgh, PA 15206",False,,,https://www.apartments.com/305-n-negley-ave-pittsburgh-pa-unit-14/evw730m/
2332 Sherbrook St,,412-212-7192,"2332 Sherbrook St, Pittsburgh, PA 15217",False,,,https://www.apartments.com/2332-sherbrook-st-pittsburgh-pa/vqzj76f/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1035 Chislett St Unit 3,,412-499-3063,"1035 Chislett St, Pittsburgh, PA 15206",True,,,https://www.apartments.com/1035-chislett-st-pittsburgh-pa-unit-3/8rks620/
5407 Butler St,,,"5407 Butler St, Pittsburgh, PA 15201",False,,,https://www.apartments.com/5407-butler-st-pittsburgh-pa/m0rw5nl/
59 Harwood St Unit 2,,724-602-0721,"59 Harwood St, Pittsburgh, PA 15211",False,,,https://www.apartments.com/59-harwood-st-pittsburgh-pa-unit-2/j6kzkt5/
308 S Lang Ave,,412-368-6822,"308 S Lang Ave, Pittsburgh, PA 15208",False,,,https://www.apartments.com/308-s-lang-ave-pittsburgh-pa/jmkdfr7/
115 Maple Terrace Unit 1,,724-602-0430,"115 Maple Terrace, Pittsburgh, PA 15211",False,,,https://www.apartments.com/115-maple-terrace-pittsburgh-pa-unit-1/jze25t7/
1147 King Ave,,844-421-1921,"1147 King Ave, Pittsburgh, PA 15206",False,,,https://www.apartments.com/1147-king-ave-pittsburgh-pa/xsxmdbm/
,,,,,,,
,,,,,,,
,,,,,,,
5912 Bryant St Unit 1,,412-506-6605,"5912 Bryant St, Pittsburgh, PA 15206",False,,,https://www.apartments.com/5912-bryant-st-pittsburgh-pa-unit-1/e2p6fzm/
311 Boggs Ave Unit 2,,724-330-4163,"311 Boggs Ave, Pittsburgh, PA 15211",False,,,https://www.apartments.com/311-boggs-ave-pittsburgh-pa-unit-2/2xw2wyc/
4 Dewitt St Unit 1,,,"4 Dewitt St, Pittsburgh, PA 15211",False,,,https://www.apartments.com/4-dewitt-st-pittsburgh-pa-unit-1/0gt2sr0/
241 Reifert St Unit 2,,412-219-2832,"241 Reifert St, Pittsburgh, PA 15210",False,,,https://www.apartments.com/241-reifert-st-pittsburgh-pa-unit-2/jvzsdy5/
613 Boggs Ave Unit 2,,724-330-4110,"613 Boggs Ave, Pittsburgh, PA 15211",False,,,https://www.apartments.com/613-boggs-ave-pittsburgh-pa-unit-2/6mrvc4r/
7720 Waverly St Unit 3,,724-761-2249,"7720 Waverly St, Pittsburgh, PA 15221",False,,,https://www.apartments.com/7720-waverly-st-pittsburgh-pa-unit-3/6wsnfdr/
7720 Waverly St Unit 5,,412-430-9489,"7720 Waverly St, Pittsburgh, PA 15221",False,,,https://www.apartments.com/7720-waverly-st-pittsburgh-pa-unit-5/pd69nxr/
266 Plymouth St Unit 2,,724-330-4191,"266 Plymouth St, Pittsburgh, PA 15211",False,,,https://www.apartments.com/266-plymouth-st-pittsburgh-pa-unit-2/73xgwhx/
318 S Trenton Ave Unit 1A,,724-905-0196,"318 S Trenton Ave, Pittsburgh, PA 15221",False,,,https://www.apartments.com/318-s-trenton-ave-pittsburgh-pa-unit-1a/jbz24h5/
317 Franklin Ave Unit 3,,412-688-6196,"317 Franklin Ave, Pittsburgh, PA 15221",False,,,https://www.apartments.com/317-franklin-ave-pittsburgh-pa-unit-3/rzykxs0/
405 Biddle Ave Unit 3,,724-602-4939,"405 Biddle Ave, Pittsburgh, PA 15221",False,,,https://www.apartments.com/405-biddle-ave-pittsburgh-pa-unit-3/s2bj846/
1610 Dellrose St Unit 2,,724-918-4498,"1610 Dellrose St, Pittsburgh, PA 15210",False,,,https://www.apartments.com/1610-dellrose-st-pittsburgh-pa-unit-2/yvdgp8v/
201 Blackhawk St Unit 3,,412-420-6991,"201 Blackhawk St, Pittsburgh, PA 15218",False,,,https://www.apartments.com/201-blackhawk-st-pittsburgh-pa-unit-3/5g5qbqq/
201 Blackhawk St Unit 5,,412-420-6839,"201 Blackhawk St, Pittsburgh, PA 15218",False,,,https://www.apartments.com/201-blackhawk-st-pittsburgh-pa-unit-5/x1xq6sq/
208 West St Unit 2,,724-705-9031,"208 West St, Pittsburgh, PA 15221",False,,,https://www.apartments.com/208-west-st-pittsburgh-pa-unit-2/nrq663m/
933 S Trenton Ave Unit 2,,412-314-4718,"933 S Trenton Ave, Pittsburgh, PA 15221",False,,,https://www.apartments.com/933-s-trenton-ave-pittsburgh-pa-unit-2/lnl722f/
7 4th St,,412-799-6798,"7 4th St, Sharpsburg, PA 15215",False,,,https://www.apartments.com/7-4th-st-sharpsburg-pa/7qfpjxy/
1312 S Braddock Ave Unit 3,,724-602-4921,"1312 S Braddock Ave, Pittsburgh, PA 15218",False,,,https://www.apartments.com/1312-s-braddock-ave-pittsburgh-pa-unit-3/1sb73x4/
453 Biddle Ave Unit 7,,724-602-4008,"453 Biddle Ave, Pittsburgh, PA 15221",False,,,https://www.apartments.com/453-biddle-ave-pittsburgh-pa-unit-7/xmb2xbn/
600 Allenby Ave Unit 5,,412-688-6068,"600 Allenby Ave, Pittsburgh, PA 15218",False,,,https://www.apartments.com/600-allenby-ave-pittsburgh-pa-unit-5/ktvfs6b/
614 Main St Unit 203,,412-690-0254,"614 Main St, Pittsburgh, PA 15215",False,,,https://www.apartments.com/614-main-st-pittsburgh-pa-unit-203/ccyn6tg/
64 Bridge St Unit 4,,412-294-9670,"64 Bridge St, Pittsburgh, PA 15223",False,,,https://www.apartments.com/64-bridge-st-pittsburgh-pa-unit-4/gj7cdez/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Sussex Apartments,,,"246 McKee Pl, Pittsburgh, PA 15213",False,1930,21,https://www.apartments.com/sussex-apartments-pittsburgh-pa/xrdcdxm/
"3 br, 1.5 bath Apartment - 351 Atwood St",,,"351 Atwood St, Pittsburgh, PA 15213",False,1930,21,https://www.apartments.com/3-br-15-bath-apartment-351-atwood-st-pittsburgh-pa/7c1b91y/
"3 br, 1 bath House - 273 Robinson St",,,"273 Robinson St, Pittsburgh, PA 15213",False,1930,21,https://www.apartments.com/3-br-1-bath-house-273-robinson-st-pittsburgh-pa/jeet6c4/
3414 Louisa Street,,,"3414 Louisa St, Pittsburgh, PA 15213",False,1930,21,https://www.apartments.com/3414-louisa-street-pittsburgh-pa/bxff5jb/
908 Bryn Mawr Rd Unit 3,,,"908 Bryn Mawr Rd, Pittsburgh, PA 15219",False,1930,21,https://www.apartments.com/908-bryn-mawr-rd-pittsburgh-pa-unit-3/qerfg9x/
University Commons,,,"3811-3845 Dawson St, Pittsburgh, PA 15213",False,1960,79,https://www.apartments.com/university-commons-pittsburgh-pa/pel2hgr/
Schenley Arms,,,"4041 Bigelow Blvd, Pittsburgh, PA 15213",False,1929,40,https://www.apartments.com/schenley-arms-pittsburgh-pa/6zw595r/
22 Oakland Square Unit 2,,,"22 Oakland Square, Pittsburgh, PA 15213",False,1929,40,https://www.apartments.com/22-oakland-square-pittsburgh-pa-unit-2/qjhhn6z/
3432 Ward St,,,"3432 Ward St, Pittsburgh, PA 15213",False,1929,40,https://www.apartments.com/3432-ward-st-pittsburgh-pa/sl6nm96/
Neville Street Properties,,,"414 N Neville St, Pittsburgh, PA 15213",False,,58,https://www.apartments.com/neville-street-properties-pittsburgh-pa/lxz9wqd/
3443 Parkview Ave Unit 1,,,"3443 Parkview Ave, Pittsburgh, PA 15213",False,,58,https://www.apartments.com/3443-parkview-ave-pittsburgh-pa-unit-1/0q1zbw3/
375 N Craig St,,,"375 N Craig St, Pittsburgh, PA 15213",False,,58,https://www.apartments.com/375-n-craig-st-pittsburgh-pa/de93mgl/
630 Clyde Street,,,"630 Clyde St, Pittsburgh, PA 15213",False,,13,https://www.apartments.com/630-clyde-street-pittsburgh-pa/vhbhvgd/
WALK TO PITT AND CMU!,,,"352 N Craig St, Pittsburgh, PA 15213",False,,13,https://www.apartments.com/walk-to-pitt-and-cmu-pittsburgh-pa-unit-4/b9fh518/
3211 Niagara St,,,"3211 Niagara St, Pittsburgh, PA 15213",False,,13,https://www.apartments.com/3211-niagara-st-pittsburgh-pa/f6g7f9t/
"2 br, 1 bath Apartment - 35 Lawn Street",,,"35 Lawn St, Pittsburgh, PA 15213",False,,13,https://www.apartments.com/2-br-1-bath-apartment-35-lawn-street-pittsburgh-pa/ttyfg58/
"2 br, 1 bath Townhome - 3320 Hardie Way",,,"3320 Hardie Way, Pittsburgh, PA 15213",False,,13,https://www.apartments.com/2-br-1-bath-townhome-3320-hardie-way-pittsburgh-pa/xvrdypm/
"2 br, 2 bath House - 3345 Webster Ave",,,"3345 Webster Ave, Pittsburgh, PA 15219",False,,13,https://www.apartments.com/2-br-2-bath-house-3345-webster-ave-pittsburgh-pa/3yk2ljg/
3408 Parkview Ave Unit 35,,,"3408 Parkview Ave, Pittsburgh, PA 15213",False,,13,https://www.apartments.com/3408-parkview-ave-pittsburgh-pa-unit-35/c01dfzd/
3301 Juliet St Unit 2,,,"3301 Juliet St, Pittsburgh, PA 15213",False,,13,https://www.apartments.com/3301-juliet-st-pittsburgh-pa-unit-2/1nj9vx5/
Centre Tower,,,"4750 Centre Ave, Pittsburgh, PA 15213",False,1920,48,https://www.apartments.com/centre-tower-pittsburgh-pa/m415wsj/
3314 Dawson St Unit Apt 2,,,"3314 Dawson St, Pittsburgh, PA 15213",False,1920,48,https://www.apartments.com/3314-dawson-st-pittsburgh-pa-unit-apt-2/z8hp6zy/
"2 br, 1 bath Apartment - 47 Bates Street #2",,,"47 Bates St, Pittsburgh, PA 15213",False,1920,48,https://www.apartments.com/2-br-1-bath-apartment-47-bates-street-2-pittsburgh-pa-unit-2/b4ws6eb/
"1 br, 1 bath Apartment - 4909 CENTRE AVE",,,"4909 Centre Ave, Pittsburgh, PA 15213",False,1920,48,https://www.apartments.com/1-br-1-bath-apartment-4909-centre-ave-pittsburgh-pa/38b2xmg/
"3 br, 2 bath Apartment - 3209 Ward Street 1",,,"3209 Ward St, Pittsburgh, PA 15213",False,1920,48,https://www.apartments.com/3-br-2-bath-apartment-3209-ward-street-1-pittsburgh-pa/0dlwyp0/
"5 br, 2 bath House - 3263 Parkview Ave",,,"3263 Parkview Ave, Pittsburgh, PA 15213",False,1920,48,https://www.apartments.com/5-br-2-bath-house-3263-parkview-ave-pittsburgh-pa/0c1hep3/
"4 br, 2 bath Apartment - 745 S Millvale Ave 1",,,"745 S Millvale Ave, Pittsburgh, PA 15213",False,1920,48,https://www.apartments.com/4-br-2-bath-apartment-745-s-millvale-ave-1-pittsburgh-pa/59m79bm/
TWO BEDROOM WITH SUNROOM,,,"222 Morewood Ave, Pittsburgh, PA 15213",False,1920,48,https://www.apartments.com/two-bedroom-with-sunroom-pittsburgh-pa-unit-2/1t9h4p6/
311 Morewood Ave,,,"311 Morewood Ave, Pittsburgh, PA 15213",False,1960,,https://www.apartments.com/311-morewood-ave-pittsburgh-pa/t5xqqp8/
4 bedroom 2 bath home Oakland!,,,"3232 Parkview Ave, Pittsburgh, PA 15213",False,1960,,https://www.apartments.com/4-bedroom-2-bath-home-oakland-pittsburgh-pa/p1r9vgs/
"2 br, 1 bath Townhome - 3730 Orpwood Street",,,"3730 Orpwood St, Pittsburgh, PA 15213",False,1960,,https://www.apartments.com/2-br-1-bath-townhome-3730-orpwood-street-pittsburgh-pa/trpfen9/
348 Cedarville St,,,"348 Cedarville St, Pittsburgh, PA 15224",False,1960,,https://www.apartments.com/348-cedarville-st-pittsburgh-pa/jrxrx65/
41 Gist St,,,"41 Gist St, Pittsburgh, PA 15219",False,1960,,https://www.apartments.com/41-gist-st-pittsburgh-pa/zxvt77x/
Atherstone Manor,,,"5300 5th Ave, Pittsburgh, PA 15232",False,1960,23,https://www.apartments.com/atherstone-manor-pittsburgh-pa/tyt5wzc/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Courtyard on Wharton,,,"2105-2107 Wharton St, Pittsburgh, PA 15203",False,,10,https://www.apartments.com/courtyard-on-wharton-pittsburgh-pa/yef16ks/
"1 br, 1 bath Apartment - 5440 5th Avenue",,,"5440 Fifth Ave, Pittsburgh, PA 15232",False,,10,https://www.apartments.com/1-br-1-bath-apartment-5440-5th-avenue-pittsburgh-pa/re5xx63/
Flats on Fifth,,,"1655 5th Ave, Pittsburgh, PA 15219",True,2016,86,https://www.apartments.com/flats-on-fifth-pittsburgh-pa/z5l8xey/
4022 Mintwood St,,,"4022 Mintwood St, Pittsburgh, PA 15224",False,2016,86,https://www.apartments.com/4022-mintwood-st-pittsburgh-pa/2nh0v5b/
514 S Graham St Unit Apt. 3,,,"514 S Graham St, Pittsburgh, PA 15232",False,2016,86,https://www.apartments.com/514-s-graham-st-pittsburgh-pa-unit-apt-3/dg5349j/
42 Van Braam St Unit Apt 2,,,"42 Van Braam St, Pittsburgh, PA 15219",False,2016,86,https://www.apartments.com/42-van-braam-st-pittsburgh-pa-unit-apt-2/28eq66b/
Stunning Shadyside Home,,,"713 Filbert St, Pittsburgh, PA 15232",False,2016,86,https://www.apartments.com/stunning-shadyside-home-pittsburgh-pa/bkd5k9b/
Ultra chic 2 BR in Bloomfield,,,"434 S Aiken Ave, Pittsburgh, PA 15232",False,2016,86,https://www.apartments.com/ultra-chic-2-br-in-bloomfield-pittsburgh-pa-unit-2nd-fl/scvb3w5/
Normandy II,,,"5520 5th Ave, Pittsburgh, PA 15232",False,1965,22,https://www.apartments.com/normandy-ii-pittsburgh-pa/xhy1pmm/
2134 E Carson St,,,"2134 E Carson St, Pittsburgh, PA 15203",False,1965,22,https://www.apartments.com/2134-e-carson-st-pittsburgh-pa/b4hk3n8/
Charming 3 Bedroom 1 Bath Sout SIde Home,,,"1917 Wharton St, Pittsburgh, PA 15203",False,1965,22,https://www.apartments.com/charming-3-bedroom-1-bath-sout-side-home-pittsburgh-pa/f2jcy1r/
352 S Pacific Ave Unit 1,,,"352 S Pacific Ave, Pittsburgh, PA 15224",False,1965,22,https://www.apartments.com/352-s-pacific-ave-pittsburgh-pa-unit-1/7y7dssy/
918 Ivy St,,,"918 Ivy St, Pittsburgh, PA 15232",False,1965,22,https://www.apartments.com/918-ivy-st-pittsburgh-pa/vxcx4pf/
"1 br, 1 bath Apartment - 926 Ivy St Apt 104",,,"926 Ivy St, Pittsburgh, PA 15232",False,1965,22,https://www.apartments.com/1-br-1-bath-apartment-926-ivy-st-apt-104-pittsburgh-pa-unit-apt-104/xgdsf8n/
2236 Larkins Way 2 Bed South Side Apt,,,"2234 Larkins Way, Pittsburgh, PA 15203",False,1965,22,https://www.apartments.com/2236-larkins-way-2-bed-south-side-apt-pittsburgh-pa/r08wck0/
Friendship Court,,,"273 S Winebiddle St, Pittsburgh, PA 15224",False,1955,74,https://www.apartments.com/friendship-court-pittsburgh-pa/qmc8wvx/
730 S Negley Ave,,,"730 S Negley Ave, Pittsburgh, PA 15232",False,,13,https://www.apartments.com/730-s-negley-ave-pittsburgh-pa/8k3s1m3/
5445 Bartlett St Unit 2,,,"5445 Bartlett St, Pittsburgh, PA 15217",False,,13,https://www.apartments.com/5445-bartlett-st-pittsburgh-pa-unit-2/mk2150j/
"2 br, 2 bath House - 2820 Edwards Way",,,"2820 Edwards Way, Pittsburgh, PA 15203",False,,13,https://www.apartments.com/2-br-2-bath-house-2820-edwards-way-pittsburgh-pa/1ptb507/
4625 Carroll St Unit Apt 2.,,,"4625 Carroll St, Pittsburgh, PA 15224",False,,13,https://www.apartments.com/4625-carroll-st-pittsburgh-pa-unit-apt-2/s84kfx4/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Baum Grove,,,"5722-5728 Baum Blvd, Pittsburgh, PA 15206",False,,24,https://www.apartments.com/baum-grove-pittsburgh-pa/tm04v59/
641 Maryland Ave,,,"641 Maryland Ave, Pittsburgh, PA 15232",False,,24,https://www.apartments.com/641-maryland-ave-pittsburgh-pa/2teh179/
Great Greenfield Home,,,"4206 Haldane St, Pittsburgh, PA 15207",False,,24,https://www.apartments.com/great-greenfield-home-pittsburgh-pa/p2dwcwv/
Elwood Gardens,,,"5819-5835 Elwood St, Pittsburgh, PA 15232",False,,24,https://www.apartments.com/elwood-gardens-pittsburgh-pa/znqcztz/
Malabar,,,"5810 Howe St, Pittsburgh, PA 15232",False,,,https://www.apartments.com/malabar-pittsburgh-pa/hzef8b0/
"3 br, 1 bath House - 5134 Dearborn Street",,,"5134 Dearborn St, Pittsburgh, PA 15224",False,,,https://www.apartments.com/3-br-1-bath-house-5134-dearborn-street-pittsburgh-pa/jtfy0w7/
"1 br, 1 bath - 5819 5th Ave Apt 5",,,"5819 Fifth Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/1-br-1-bath-5819-5th-ave-apt-5-pittsburgh-pa-unit-apt-5/1dxv5l7/
Walnut on the Park,,,"5326 Pocusset St, Pittsburgh, PA 15217",False,1925,32,https://www.apartments.com/walnut-on-the-park-pittsburgh-pa/f74fvhv/
225 Roup Ave Unit 31,,,"225 Roup Ave, Pittsburgh, PA 15206",False,1925,32,https://www.apartments.com/225-roup-ave-pittsburgh-pa-unit-31/tq48d2b/
302 S Negley Ave,,,"302 S Negley Ave, Pittsburgh, PA 15232",False,1925,32,https://www.apartments.com/302-s-negley-ave-pittsburgh-pa/kcx39yb/
Union on 5th Avenue,,,"1030 5th Ave, Pittsburgh, PA 15219",True,2016,35,https://www.apartments.com/union-on-5th-avenue-pittsburgh-pa/k8y2zrb/
"2 br, 1 bath House - 5552 Beacon St. Unit 17",,,"5552 Beacon St, Pittsburgh, PA 15217",False,2016,35,https://www.apartments.com/2-br-1-bath-house-5552-beacon-st-unit-17-pittsburgh-pa/j4d21h7/
747 McCaslin St,,,"747 McCaslin St, Pittsburgh, PA 15217",False,2016,35,https://www.apartments.com/747-mccaslin-st-pittsburgh-pa/p3x1gxr/
1910 S 18th St 2 or 3 Bedroom South Side Apt,,,"1910 S 18th St, Pittsburgh, PA 15203",False,2016,35,https://www.apartments.com/1910-s-18th-st-2-or-3-bedroom-south-side-apt-pittsburgh-pa-unit-2/2gq6wjb/
"4 br, 2 bath Apartment - 182 Pius St",,,"182 Pius St, Pittsburgh, PA 15203",False,,,https://www.apartments.com/4-br-2-bath-apartment-182-pius-st-pittsburgh-pa/smhpqj5/
1403 Sarah St,,,"1403 Sarah St, Pittsburgh, PA 15203",False,,,https://www.apartments.com/1403-sarah-st-pittsburgh-pa/98kh0h6/
5920 Walnut St,,,"5920 Walnut St, Pittsburgh, PA 15232",False,,13,https://www.apartments.com/5920-walnut-st-pittsburgh-pa/4dehffk/
200 Stratford Ave,,,"200 Stratford Ave, Pittsburgh, PA 15206",False,,13,https://www.apartments.com/200-stratford-ave-pittsburgh-pa/hmxg4b1/
"3 br, 1 bath House - 4718 Kincaid St.",,,"4718 Kincaid St, Pittsburgh, PA 15224",False,,13,https://www.apartments.com/3-br-1-bath-house-4718-kincaid-st-pittsburgh-pa/fgwjv0t/
Frontenac Apartments,,,"490 S Highland Ave, Pittsburgh, PA 15206",False,1927,71,https://www.apartments.com/frontenac-apartments-pittsburgh-pa/xkk1dtq/
Montrose Manor,,,"5939 5th Ave, Pittsburgh, PA 15232",False,,12,https://www.apartments.com/montrose-manor-pittsburgh-pa/21630q8/
1362 Goettman St Unit 6,,,"1362 Goettman St, Pittsburgh, PA 15212",False,,12,https://www.apartments.com/1362-goettman-st-pittsburgh-pa-unit-6/tk6zmnb/
Forbes Terrace,,,"5703 Forbes Ave, Pittsburgh, PA 15217",False,,41,https://www.apartments.com/forbes-terrace-pittsburgh-pa/bfrzkcb/
171 S 15th St,,,"171 S 15th St, Pittsburgh, PA 15203",False,,41,https://www.apartments.com/171-s-15th-st-pittsburgh-pa/7kg29xy/
"3 br, 1.5 bath House - 264 S Euclid",,,"264 S Euclid Ave, Pittsburgh, PA 15206",False,,41,https://www.apartments.com/3-br-15-bath-house-264-s-euclid-pittsburgh-pa/ncnxxnm/
"3 br, 1 bath House - 2412 Berg",,,"2412 Berg St, Pittsburgh, PA 15203",False,,41,https://www.apartments.com/3-br-1-bath-house-2412-berg-pittsburgh-pa/y5xb2vv/
4634 Carlton St,,,"4634 Carlton St, Pittsburgh, PA 15201",False,,41,https://www.apartments.com/4634-carlton-st-pittsburgh-pa/dzwwn0h/
"3 br, 2 bath Apartment - 1021 East Carson",,,"1021 E Carson St, Pittsburgh, PA 15203",False,,41,https://www.apartments.com/3-br-2-bath-apartment-1021-east-carson-pittsburgh-pa/4lgt4xk/
"3 br, 2 bath House - 111 S 12th St",,,"111 S 12th St, Pittsburgh, PA 15203",False,,41,https://www.apartments.com/3-br-2-bath-house-111-s-12th-st-pittsburgh-pa/gekhtgy/
